id	gender	human	number	size	firstmention	mentions	label
313	fm	1	sg	3	313	313,314,1539	het publiek
318	n	0	sg	2	318	448,318	lust
319	n	0	sg	2	319	322,319	heel parterre
325	n	0	sg	1	325	325	't opvisschen van mijn persoon
326	fm	1	sg	15	326	1312,326,423,424,1321,1323,1338,1327,1329,1336,1306,1341,1309,1342,1311	mijn persoon
329	fm	1	both	1	329	329	Zondags
332	n	0	sg	1	332	332	mijn kantilje ketting
334	n	0	sg	1	334	334	een anderen rok
338	n	0	sg	15	338	795,707,542,2344,383,684,719,338,376,794,1531,732,1723,731,543	dat alles
339	fm	1	pl	6	339	528,1474,339,1466,1406,1343	kinderen
343	n	0	pl	1	343	343	zaken
344	-	-	pl	2	344	344,347	die tooneelmenschen
345	n	0	sg	2	345	2480,345	armoede
346	-	-	sg	1	346	346	hun voorstelling
348	f	1	sg	16	348	1152,1281,1058,1059,353,355,356,357,359,1069,1933,1938,1203,1083,348,350	Een meisje
349	-	-	sg	3	349	360,361,349	de familie
351	-	-	pl	2	351	352,351	de steken
354	n	0	sg	1	354	354	het heele bedrijf
358	n	0	sg	1	358	358	't venster
362	n	0	sg	1	362	362	dezen arbeid
366	fm	1	pl	1	366	366	eenige verleiders
367	n	0	pl	1	367	367	de trappen
370	f	1	sg	8	370	370,2371,789,1782,1880,2120,1771,2203	mijne moeder
372	n	0	sg	6	372	372,373,374,457,378,461	de deugd
375	n	0	pl	1	375	375	een paar wollen kousen
377	n	0	pl	1	377	377	denkbeelden van deugd , en
379	n	0	pl	2	379	379,1542	werken
380	n	0	sg	6	380	2193,535,1958,1543,1946,380	den
381	n	0	pl	1	381	381	leugens
382	m	1	sg	4	382	384,404,397,382	haar eerste minnaar
385	n	0	sg	1	385	385	't kopieboek
386	n	0	sg	1	386	386	schatrijk - op-eens
388	n	0	pl	1	388	388	weer leugens
389	n	0	sg	3	389	392,1457,389	geld
390	n	0	sg	35	390	704,705,2304,772,390,774,652,781,2126,653,720,1745,654,788,661,790,855,792,793,1689,2141,480,2145,2144,2215,809,748,749,752,754,2226,2228,2229,634,635	een gefailleerd huis
395	n	0	sg	1	395	395	mijn aanmerking
398	n	0	sg	1	398	398	den zin voor waarheid
400	n	0	sg	2	400	400,401	het volk
405	n	0	sg	3	405	405,2167,2221	de publieke zedelijkheid
407	fm	1	sg	1	407	407	koopman
408	n	0	sg	1	408	408	een bespottelijke krankzinnigheid
412	n	0	sg	6	412	1441,946,693,2296,412,813	't kantoor van mijn schoonvader
413	m	1	sg	10	413	482,485,903,487,488,607,476,413,606,479	mijn schoonvader
416	n	0	pl	4	416	416,961,944,1439	ons dertienen
421	n	0	sg	1	421	421	't verdrukte vaderland
422	n	0	sg	2	422	1232,422	de dubbele achterdeur
425	n	0	pl	1	425	425	verzen
426	m	1	sg	5	426	1776,649,426,427,668	de ander
428	n	0	sg	3	428	441,1716,428	't rijm
429	m	1	sg	3	429	432,443,429	de veldheer tot de prinses
430	f	1	sg	8	430	433,434,436,438,439,444,445,430	de prinses
431	n	0	pl	1	431	431	de poorten
435	n	0	sg	1	435	435	het zwaard ontblooten
437	n	0	sg	1	437	437	de poort
442	n	0	sg	1	442	442	een pure leugen
446	n	0	sg	1	446	446	't poortsluiten
447	n	0	sg	1	447	447	't mensch
449	n	0	sg	1	449	449	die beloonde deugd
456	n	0	sg	1	456	456	Beloonde deugd
458	n	0	sg	1	458	458	een handelsartikel
460	n	0	sg	3	460	1555,460,510	de verdienste
462	n	0	pl	1	462	462	die infame leugens altijd voorgewend
463	m	1	sg	4	463	497,493,494,463	bij-voorbeeld Lukas
464	m	1	sg	4	464	464,473,466,475	onze pakhuisknecht
470	n	1	pl	2	470	470,486	Last & Meijer
471	fm	1	sg	2	471	605,471	de Meijers
474	n	0	sg	1	474	474	de kerk
478	n	0	sg	2	478	540,478	Driebergen
481	n	0	sg	1	481	481	de kas
483	n	0	sg	1	483	483	de Bank
491	n	0	sg	4	491	503,511,491,507	jong volk
495	m	1	sg	2	495	496,495	een prins
498	-	-	pl	1	498	498	diamanten
499	f	1	sg	1	499	499	een fee
500	m	1	sg	6	500	512,514,500,501,502,505	die
513	n	0	pl	1	513	513	zijn ouden
515	n	0	sg	1	515	515	Gods bedoeling
516	-	-	pl	2	516	516,518	de braven
521	n	0	sg	2	521	521,524	belooning
522	n	0	pl	2	522	522,525	mijn zaken
530	fm	1	sg	1	530	530	dokter
531	m	1	sg	1	531	531	apteker
533	n	0	sg	1	533	533	een sommetje
534	-	-	sg	1	534	534	ter-zij
537	n	0	sg	3	537	2288,537,650	mijn plaats
544	n	0	pl	1	544	544	de omstandigheden
546	n	0	pl	6	546	1008,546,583,1192,2217,1277	de zaken pas
547	n	0	sg	1	547	547	mijn deugd
551	n	0	sg	1	551	551	mijn liefde voor de waarheid
554	n	0	sg	1	554	554	mijn gehechtheid aan het geloof
557	n	0	sg	1	557	557	mijn hoofdneiging
560	n	0	sg	2	560	560,561	wenschte
564	n	0	sg	1	564	564	de verontschuldiging
565	n	0	sg	1	565	565	't schrijven van dit boek
566	n	0	sg	10	566	1824,1288,1289,976,1747,980,981,566,985,1758	dit boek
567	n	0	sg	2	567	568,567	Een tweede neiging
570	n	0	both	1	570	570	waarheidsliefde beheerscht
571	-	-	sg	1	571	571	de hartstocht voor mijn vak
578	n	0	sg	1	578	578	mijn onkreukbare liefde voor de waarheid
581	n	0	sg	2	581	588,581	mijn ijver voor de zaken
585	n	0	pl	1	585	585	deze bladen
590	n	0	sg	3	590	1563,1190,590	't oogenblik
591	n	0	sg	1	591	591	afscheid van u
597	n	0	sg	1	597	597	een tweede hoofdstuk
598	-	-	sg	1	598	598	weerziens
599	fm	1	sg	1	599	599	Eilieve
601	n	0	sg	1	601	601	een kleine moeite
602	n	0	sg	3	602	881,602,1404	een adreskaartje
614	n	0	sg	1	614	614	TWEEDE HOOFDSTUK
616	fm	1	sg	5	616	1301,621,616,620,1453	de voorjaarsveiling
628	n	0	both	1	628	628	Ludwig Stern aftenemen
637	n	0	sg	2	637	637,638	Hamburg
642	n	0	sg	1	642	642	de knoeierij van Busselinck & Waterman
645	n	0	sg	1	645	645	een kwart procent van de courtage
646	n	0	sg	1	646	646	de courtage
648	-	-	sg	1	648	648	dien slag
655	n	0	sg	1	655	655	konsideratie om de langdurige diensten van Last & Co
656	-	-	pl	1	656	656	de langdurige diensten van Last & Co
660	n	0	sg	1	660	660	vier ton
662	n	0	sg	2	662	1308,662	Die konnexie
663	n	0	sg	1	663	663	't kontinentaal stelsel
665	-	-	sg	1	665	665	dekoloniale
666	n	0	pl	1	666	666	waren
667	n	0	both	1	667	667	Helgoland
669	-	-	sg	1	669	669	onderkruipen
672	n	0	both	1	672	672	Polen
674	n	0	sg	1	674	674	pen
676	n	0	sg	2	676	676,685	Dat de groote uitbreiding
677	n	0	both	1	677	677	Dat de groote
678	-	-	both	1	678	678	die
679	n	0	pl	1	679	679	onze zaken
681	-	-	sg	1	681	681	de vele
682	n	0	pl	3	682	682,2140,717	geëerde orders uit Noord-Duitschland
683	n	0	both	1	683	683	Noord-Duitschland
686	n	0	sg	1	686	686	eenige vermeerdering van ons personeel
687	fm	1	sg	1	687	687	ons personeel
690	mn	-	sg	4	690	696,690,691,695	Gister-avend nog
692	-	-	pl	1	692	692	elven op 't kantoor
694	n	0	sg	1	694	694	zijn bril
697	n	0	sg	1	697	697	de behoefte
698	n	0	sg	1	698	698	gevoelen
699	fm	1	pl	1	699	699	fatsoenlijke , welopgevoede jongelieden
700	n	0	sg	3	700	773,700,2341	de korrespondentie in het duitsch
701	n	0	sg	1	701	701	het duitsch
702	n	0	sg	6	702	1024,706,1011,1044,702,1263	Amsterdam
703	n	0	pl	1	703	703	de vereischte bekwaamheden
708	-	-	sg	1	708	708	ligtzinnigheid
709	n	0	sg	1	709	709	onzedelijkheid
710	fm	1	pl	1	710	710	het getal fortuinzoekers
711	n	0	sg	1	711	711	de noodzakelijkheid
712	n	0	sg	2	712	712,715	soliditeit van gedrag , hand-aan-hand
713	n	0	sg	1	713	713	gedrag
714	-	-	sg	1	714	714	hand-aan-hand
716	n	0	sg	1	716	716	de uitvoering
718	n	0	sg	1	718	718	waarachtig , alles
726	n	0	-	1	726	726	N °
729	n	0	sg	1	729	729	het engageeren van sujetten
730	-	-	sg	1	730	730	sujetten
734	-	-	sg	4	734	737,859,734,735	de jonge Duitscher
740	f	1	sg	10	740	2211,740,742,1740,1235,2131,1752,796,2142,799	Onze Marie
743	n	0	sg	2	743	1022,743	September
745	n	0	sg	1	745	745	de eer
746	-	-	sg	3	746	746,747,757	den heer Saffeler
750	fm	1	sg	1	750	750	de geachte chef der firma
753	m	1	sg	1	753	753	een zoon
755	-	-	both	1	755	755	die
756	-	-	sg	1	756	756	volmaking zijner
758	-	-	sg	3	758	2273,1109,758	kommercieele kennis
759	-	-	sg	2	759	818,759	eenigen tijd
760	n	0	sg	2	760	760,1036	een hollandsch
761	n	0	sg	1	761	761	huis wenschte geëmploieerd
764	n	0	sg	2	764	764,2333	de geschiedenis der dochter van Busselinck & Waterman
771	n	0	sg	1	771	771	het oog
776	n	0	sg	1	776	776	kiesheid
778	n	0	sg	1	778	778	honorarium
779	n	0	sg	1	779	779	salaris
782	n	0	sg	1	782	782	het verblijf ten onzen huize
783	n	0	sg	1	783	783	onzen huize
791	n	0	sg	1	791	791	zijn linnengoed in huis
801	n	0	sg	1	801	801	zijn zak
803	fm	1	pl	3	803	842,803,804	de Sterns
806	n	0	sg	8	806	1489,1491,806,1499,1497,1419,2302,1423	mijn brief
811	n	0	sg	1	811	811	de jonge bij ons
815	n	0	sg	1	815	815	het antwoord
816	n	0	sg	4	816	816,1843,1299,2463	mijn boek
820	n	0	sg	1	820	820	de Kalverstraat
821	n	0	sg	2	821	824,821	den winkel
822	n	0	sg	2	822	822,823	een kruienier
825	n	0	sg	1	825	825	het sorteeren van een partijtje Java , ordinair
826	n	0	sg	1	826	826	een partijtje Java
827	n	0	sg	1	827	827	mooi-geel
828	fm	1	sg	1	828	828	Cheribonaard
829	n	0	sg	3	829	845,829,830	veegsel
836	n	0	sg	1	836	836	een boekwinkel
840	n	0	pl	1	840	840	onze blikken
848	-	-	sg	1	848	848	de kleeren
852	n	0	sg	1	852	852	de gedachte
857	fm	1	sg	1	857	857	een solieden makelaar
862	-	-	sg	7	862	1280,1056,1954,1282,1156,1284,862	blauwe oogen
863	n	0	sg	2	863	866,863	in houding en kleeding iets
864	-	-	sg	1	864	864	houding
865	-	-	sg	1	865	865	kleeding
867	fm	1	sg	1	867	867	den vreemdeling
868	n	0	pl	1	868	868	van een behoorlijken
870	n	0	sg	3	870	875,2349,870	een soort van sjaal
871	n	0	sg	4	871	1411,1807,1087,871	sjaal
872	n	0	sg	1	872	872	den schouder
874	n	0	both	1	874	874	shawl
879	m	1	sg	3	879	880,886,879	een klant
887	n	0	sg	1	887	887	de gasvlam
888	fm	1	sg	38	888	898,899,900,901,902,909,910,911,1424,912,1426,1427,913,915,916,921,923,925,927,930,931,932,933,934,935,937,940,941,1370,1371,1377,1383,888,889,890,891,892,895	ik
893	n	0	sg	2	893	1204,893	het genoegen
894	n	0	sg	3	894	896,897,894	schoolkameraad
908	m	1	sg	3	908	914,908,917	Lauriergr
918	m	1	sg	4	918	920,929,918,928	zonderling
919	n	0	sg	1	919	919	zijn gelaat
922	n	0	sg	2	922	922,926	de uitwerking
924	fm	1	sg	1	924	924	vreemde parfumerien
936	-	-	both	1	936	936	die
938	m	1	sg	20	938	1243,989,2334,1247,1061,1063,1064,1065,938,1195,1196,939,1262,1200,1265,1139,949,1014,951,1210	den Griek
952	n	0	pl	2	952	952,1436	goede omstandigheden
954	fm	1	sg	1	954	954	arme menschen
955	n	0	sg	1	955	955	eigen schuld
957	-	-	sg	1	957	957	die
960	fm	1	pl	2	960	960,962	we
963	n	0	sg	4	963	1136,2194,963,1382	goeien avend
966	n	0	pl	1	966	966	dat vragen
967	n	0	pl	1	967	967	antwoorden
973	n	0	pl	3	973	1090,2316,973	den anderen
977	fm	1	sg	1	977	977	een gevolg van die ontmoeting
978	n	0	sg	1	978	978	die ontmoeting
982	m	1	sg	2	982	984,982	die
986	-	-	sg	1	986	986	die
988	n	0	pl	1	988	988	de handen van den Griek
991	m	1	sg	5	991	1012,1016,1017,1020,991	zeeroovers
993	n	0	sg	2	993	1264,993	twist
994	n	0	both	1	994	994	den Levant
1003	n	0	sg	1	1003	1003	het Mauritshuis
1013	-	-	sg	1	1013	1013	om-mijnentwil
1023	n	0	sg	2	1023	1043,1023	kermis te Amsterdam
1025	fm	1	pl	2	1025	1025,1041	mijn oude luî van voornemen
1027	n	0	sg	1	1027	1027	voornemen
1028	fm	1	sg	2	1028	1034,1028	een predikant
1031	n	0	sg	2	1031	1035,1031	latijn
1037	m	1	sg	5	1037	1943,2017,1037,1879,2029	God
1039	-	-	sg	1	1039	1039	de latijnsche
1042	-	-	sg	1	1042	1042	gijmnasium
1046	n	0	both	5	1046	1653,1270,1046,1416,1082	de Westermarkt
1047	n	0	pl	1	1047	1047	kramen
1050	n	0	sg	1	1050	1050	mijn leeftijd
1054	-	-	sg	2	1054	1054,1055	één was
1057	n	0	pl	2	1057	1057,1066	de lange vlechten van een meisje
1060	n	0	sg	6	1060	1107,1091,1060,1812,1062,1110	een Griekin
1067	n	0	sg	1	1067	1067	allerlei reukgoed
1070	n	0	sg	3	1070	1072,1073,1070	den moed
1071	n	0	sg	3	1071	1114,2354,1071	haar aantespreken
1075	f	1	pl	5	1075	1075,1078,1655,1658,2174	meisjes van achttien jaren
1076	m	1	sg	1	1076	1076	een jongen
1081	m	1	sg	2	1081	1081,1084	quarta
1085	m	1	sg	9	1085	1088,1089,1092,1093,1158,1096,1099,1100,1085	die
1094	n	0	sg	2	1094	1097,1094	onze klasse
1104	n	0	pl	1	1104	1104	ons tienen
1106	n	0	sg	7	1106	1233,1106,1138,1111,1194,1151,1183	de kraam
1112	n	0	sg	1	1112	1112	de goede raad
1113	-	-	pl	1	1113	1113	de stoute schoenen
1115	n	0	sg	3	1115	1872,1994,1115	het lot
1119	n	0	pl	1	1119	1119	gevaren
1123	-	-	sg	1	1123	1123	die
1124	n	0	sg	2	1124	1131,1124	het gevaar
1129	n	0	pl	1	1129	1129	mijn denkbeelden over gevaar en zulke dingen
1135	-	-	sg	1	1135	1135	dezelfde meening
1140	-	-	pl	2	1140	1140,1141	de twaalf stuivers
1147	fm	1	pl	6	1147	1279,1241,1224,1225,1147,1215	mijn makkers
1160	f	1	sg	2	1160	1160,1161	Plaît-il
1164	fm	1	sg	1	1164	1164	Meenin aeide thea
1165	-	-	sg	2	1165	1165,1166	Egijpte
1167	n	0	sg	1	1167	1167	den Nijl
1168	fm	1	sg	20	1168	1216,1227,1168,1169,1174,1178,1184,1187,1189,1191,1193,1198,1199,1202,1205,1206,1208,1211,1213,1214	Ik
1170	n	0	sg	1	1170	1170	de kennismaking
1171	n	0	sg	4	1171	2466,1722,1171,2173	een mijner makkers uit kinderachtige baldadigheid
1172	fm	1	pl	1	1172	1172	mijner makkers uit kinderachtige baldadigheid
1173	n	0	sg	1	1173	1173	kinderachtige baldadigheid
1176	-	-	sg	1	1176	1176	stoot in den rug
1177	n	0	sg	1	1177	1177	den rug
1179	n	0	sg	2	1179	1179,1180	de uitstalkast
1181	-	-	sg	1	1181	1181	halvemanshoogte
1182	-	-	sg	1	1182	1182	de voorzij van de kraam
1185	n	0	sg	1	1185	1185	een greep
1186	n	0	sg	1	1186	1186	mijn nek
1188	f	1	sg	1	1188	1188	tweeden
1197	n	0	sg	1	1197	1197	verstaanbaar fransch
1201	-	-	sg	1	1201	1201	de policie
1207	n	0	sg	1	1207	1207	genade
1209	n	0	sg	2	1209	1209,1971	angst
1212	n	0	sg	1	1212	1212	den arm
1217	fm	1	pl	1	1217	1217	we
1218	fm	1	sg	9	1218	1248,1218,1219,1221,1234,1236,1237,1240,1242	Scaevola
1222	n	0	sg	2	1222	1222,1487	't vuur
1223	n	0	sg	2	1223	1226,1223	hun latijnsche
1230	n	0	sg	13	1230	1738,2285,1230,1402,2287,2161,1618,2289,1620,2262,1623,1401,2263	mijn Sjaalman
1239	n	0	sg	1	1239	1239	zijn oogen
1244	n	0	sg	1	1244	1244	een vuistslag
1250	n	0	sg	3	1250	1250,2299,2298	een vast principe
1257	n	0	sg	2	1257	1257,1259	de reden
1258	n	0	pl	1	1258	1258	zijn trekken
1261	n	0	sg	1	1261	1261	reukwerk
