id	gender	human	number	size	firstmention	mentions	label
178	n	0	sg	2	178	178,2430	z'n vuist
180	n	0	sg	3	180	1904,180,2432	z'n voorhoofd
183	fm	1	sg	2	183	184,183	ik
186	n	0	sg	2	186	2585,186	een gesticht
189	n	0	pl	1	189	189	gele vlekken
192	-	-	pl	1	192	192	zulke tochten
194	n	0	sg	10	194	194,1992,329,202,2002,468,566,251,508,2111	kantoor
198	n	0	pl	1	198	198	de verlichte boomtoppen aan de overzij van de tuinen
199	n	0	sg	2	199	608,199	de overzij van de tuinen
200	n	0	pl	1	200	200	de tuinen
203	-	-	pl	1	203	203	tochten naar den Ringdijk
204	n	0	both	2	204	204,1005	den Ringdijk
206	n	0	sg	2	206	206,231	't gras tusschen de boterbloemetjes beneden aan den dijk
207	n	0	pl	1	207	207	de boterbloemetjes beneden aan den dijk
208	n	0	sg	1	208	208	den dijk
209	-	-	pl	3	209	209,211,214	de nieuwsgierige koeien
210	n	0	pl	1	210	210	hun groote oogen
218	n	0	pl	1	218	218	die koeienoogen
219	n	0	pl	1	219	219	de kikkers
220	n	0	sg	1	220	220	mijn schoen
222	n	0	sg	1	222	222	m'n eene voet
224	n	0	sg	1	224	224	de sloot
229	n	0	sg	7	229	1168,1120,1332,229,1385,1370,1326	de halve duisternis
232	n	0	sg	7	232	1456,1123,708,1460,232,1449,1098	de verte
233	n	0	sg	1	233	233	een klagelijk
234	n	0	sg	1	234	234	Een paard
240	n	0	pl	1	240	240	z'n armen
247	-	-	sg	1	247	247	de waarheid
249	n	0	sg	1	249	249	Ons werk op kantoor
264	n	0	sg	1	264	264	't koninkrijk Gods
269	n	0	sg	1	269	269	dat
271	n	0	sg	2	271	2041,271	den zolder van Kees
276	n	0	sg	4	276	1978,341,276,2061	een
277	n	0	sg	2	277	352,277	Zijn hok
279	-	-	both	2	279	281,279	De buren
280	n	0	sg	2	280	280,675	't niks
282	n	0	sg	1	282	282	de trap
283	m	1	sg	4	283	290,283,285,286	Kees z'n vader
289	-	-	sg	26	289	2496,2498,1156,1158,2503,2505,1165,2512,2007,1176,2528,289,1964,1966,2478,2480,369,370,2482,1140,2484,2485,1138,2488,698,699	mijnheer Koekebakker
291	n	0	sg	3	291	856,291,387	m'n naam in 't Handelsblad
293	n	0	pl	2	293	297,293	't Handelsblad
298	n	0	sg	1	298	298	goedkoop bloemetjesbehangsel van 3 centen
299	n	0	sg	1	299	299	de rol
300	n	0	sg	7	300	306,2279,2040,2506,300,2060,318	den muur
301	n	0	sg	1	301	301	de effe groene achterkant
303	n	0	sg	3	303	320,305,303	een spreuk
304	n	0	pl	1	304	304	sier-letters
307	n	0	sg	8	307	865,1793,307,1986,2034,2083,1788,1807	de deur
308	n	0	both	1	308	308	J'ai attendu le Seigneur avec une grande patience
309	n	0	both	1	309	309	il s'est abaissé jusqu'à moi
315	n	0	sg	1	315	315	een spa
317	-	-	sg	1	317	317	die diagonaalsgewijs aan den muur
319	n	0	sg	1	319	319	't aangezicht van de spreuk
326	n	0	sg	9	326	928,900,740,326,1063,908,1068,1018,925	de hei
327	n	0	sg	1	327	327	een brokje land
335	n	0	sg	1	335	335	de kroeg
339	m	1	sg	1	339	339	Zola
340	m	1	sg	1	340	340	Jaap Maris
343	m	1	sg	20	343	2308,2247,2311,2249,2312,2314,2315,2318,2322,2323,2324,2325,2326,343,2329,2330,1435,2337,1273,2300	Dante
344	n	0	both	1	344	344	de Prediker
345	n	0	sg	1	345	345	't Hooglied
346	m	1	sg	1	346	346	't boek Job
350	fm	1	sg	1	350	350	de buitenwereld
353	n	0	sg	4	353	2048,353,354,2157	Het eenige raam
355	n	0	sg	2	355	402,355	den grond
357	n	0	sg	3	357	1764,357,735	tafel
359	n	0	sg	1	359	359	een stuk lucht
360	n	0	sg	1	360	360	de kleur
365	n	0	sg	6	365	1539,1494,1543,395,365,1439	letterlijk alles
367	n	0	sg	2	367	385,367	een schilderij
374	n	0	pl	2	374	374,375	twee horizontale banen
376	n	0	sg	2	376	376,624	een blauwe
377	n	0	sg	1	377	377	een goudgele
378	n	0	sg	1	378	378	't midden van die blauwe baan
379	-	-	sg	1	379	379	die blauwe baan
381	n	0	sg	1	381	381	een ronde goudgele vlek
382	fm	1	pl	3	382	392,386,382	we
383	n	0	sg	1	383	383	den catalogus
384	n	0	both	1	384	384	No. 666 De Gedachte
390	n	0	pl	2	390	394,390	2de Jan Steenstraat
391	n	0	sg	1	391	391	nummer
397	n	0	sg	1	397	397	een flauw benul
400	n	0	sg	1	400	400	thee
404	n	0	sg	1	404	404	verlegenheid
405	f	1	sg	4	405	424,405,413,415	die juffrouw
406	m	1	sg	9	406	1827,1830,2538,1261,750,2542,2548,757,406	de ouwe heer
407	n	0	sg	1	407	407	bepaald bezwaar
412	n	0	sg	1	412	412	een neiging
419	n	0	pl	1	419	419	oogjes
421	n	0	sg	1	421	421	bizonder welbehagen
422	n	0	sg	2	422	1520,422	z'n steenen pijpje
426	n	0	sg	1	426	426	donker
427	n	0	sg	2	427	427,647	De lamp
433	fm	1	sg	1	433	433	Je
435	n	0	sg	5	435	435,1336,2589,894,799	de lucht
436	n	0	sg	1	436	436	Een groote groenachtige ster
437	n	0	pl	1	437	437	donkeren
438	fm	1	sg	1	438	438	Je
440	n	0	sg	1	440	440	een versche pijp
442	m	1	sg	2	442	442,445	die
443	m	1	pl	2	443	443,2628	jongens van negentien , twintig jaar
447	n	0	sg	12	447	448,1440,2624,453,1067,461,1044,1368,1660,1661,1438,447	de wereld
451	n	0	sg	2	451	1315,451	de diepte
454	-	-	sg	2	454	541,454	bedrijvigheid
458	-	-	pl	1	458	458	die
459	-	-	pl	1	459	459	die
465	n	0	sg	1	465	465	't grootste
466	n	0	sg	1	466	466	deel van onzen tijd
470	n	0	pl	2	470	473,470	hun domme opinies
478	n	0	sg	12	478	1514,813,1775,1329,819,1333,1174,1847,1371,2460,701,478	't licht
479	n	0	pl	1	479	479	de gordijnen
481	n	0	sg	1	481	481	de roode lucht
482	-	-	sg	14	482	609,482,1891,1634,611,615,616,619,1645,1646,1970,1652,1973,1977	de straat
485	fm	1	pl	5	485	497,485,501,504,507	straten
486	n	0	sg	1	486	486	uitzicht op de lancaster gordijnen van den overkant en de balletjesfranje en de aspedistra in een pot
487	n	0	pl	1	487	487	de lancaster gordijnen van den overkant en de balletjesfranje
488	m	1	sg	1	488	488	lancaster
489	n	0	sg	2	489	489,1633	den overkant
490	-	-	sg	1	490	490	de balletjesfranje
491	-	-	sg	1	491	491	de aspedistra in een pot
492	n	0	sg	1	492	492	een onbestaanbare bloem er op
494	n	0	sg	1	494	494	wraak
496	n	0	pl	1	496	496	talen
498	n	0	pl	2	498	498,1749	de namen
503	n	0	pl	1	503	503	gevoelens
505	n	0	sg	1	505	505	het bestaan
510	n	0	pl	1	510	510	de slootjes
511	n	0	pl	2	511	553,511	de weilanden
512	-	-	sg	1	512	512	die
518	n	0	sg	1	518	518	't nut
522	n	0	sg	1	522	522	Abcoû
524	n	0	sg	1	524	524	't heelal
528	n	0	sg	1	528	528	ons hart
530	n	0	sg	1	530	530	ons ruggemerg
538	n	0	sg	1	538	538	Zwitserland
539	n	0	sg	1	539	539	Italië
545	n	0	sg	1	545	545	hun macht
548	n	0	sg	1	548	548	't grootste deel van onzen tijd
554	n	0	sg	1	554	554	den waterkant
557	n	0	pl	1	557	557	onze gedachten
559	n	0	pl	1	559	559	hun onbegrijpelijke zaken
561	n	0	pl	1	561	561	voeten
564	n	0	pl	1	564	564	standjes
569	-	-	pl	1	569	569	elkaar
572	n	0	sg	2	572	577,572	tweehoog
573	-	-	sg	1	573	573	die halvegare
578	n	0	sg	1	578	578	een leuk vak
579	fm	1	sg	1	579	579	M'n baas
583	n	0	pl	2	583	598,583	gedichten
585	m	1	sg	3	585	864,585,863	zoo'n man
586	n	0	sg	7	586	2223,2018,613,2021,2023,586,2335	dat woord
587	fm	1	sg	1	587	587	je
591	n	0	sg	1	591	591	z'n gezicht
594	-	-	sg	1	594	594	zoo'n dikken kop
603	n	0	both	1	603	603	de Sarphatistraat
606	-	1	sg	17	606	673,610,642,612,644,614,645,678,617,638,651,652,671,633,635,606,607	een schoolmeisje van een jaar of zeventien
618	n	0	sg	1	618	618	de school
620	n	0	sg	1	620	620	't stille grachtje in de sneeuw
621	n	0	sg	1	621	621	de sneeuw
623	n	0	sg	1	623	623	een wit paard
625	m	1	sg	1	625	625	kiel
626	n	0	sg	1	626	626	een stroohoed
628	n	0	sg	1	628	628	zoo iets geks
632	n	0	sg	1	632	632	de Weteringschans
636	f	1	sg	1	636	636	een vriendin
648	n	0	sg	2	648	648,700	een blad
649	n	0	sg	3	649	656,649,1152	't boek
653	n	0	sg	2	653	653,655	Een stukje vuur uit zijn pijp
654	n	0	sg	1	654	654	zijn pijp
658	n	0	sg	1	658	658	een lucifersdoosje
659	n	0	sg	1	659	659	een gat
662	-	-	pl	2	662	665,662	ze
664	n	0	sg	1	664	664	een afstand
666	n	0	pl	1	666	666	gedichten
669	fm	1	sg	1	669	669	je
670	n	0	sg	1	670	670	een raar ding
676	fm	1	pl	1	676	676	ons
677	n	0	sg	4	677	2232,2304,1843,677	een beetje kleeren van haar en zoo goed als geen kleeren van mij
681	n	0	sg	1	681	681	z'n overhemd
683	n	0	sg	1	683	683	z'n bloote lijf
685	fm	1	sg	1	685	685	je
687	n	0	sg	5	687	691,1443,1574,1453,687	den toren van Naarden
688	n	0	sg	2	688	688,692	Naarden
689	n	0	sg	3	689	1776,689,2262	de kamer van Bekker b.v.
690	n	0	both	1	690	690	Bekker b.v.
693	fn	-	sg	2	693	696,693	deze snor
695	n	0	sg	1	695	695	haar schouder
703	n	0	sg	1	703	703	zijn aangezicht
707	f	1	pl	2	707	707,711	de meisjes
710	n	0	pl	4	710	713,716,726,710	hun bekjes
714	n	0	sg	1	714	714	't algemeen
727	-	-	pl	1	727	727	die
733	n	0	both	1	733	733	socialen
736	n	0	pl	1	736	736	adressen
737	n	0	sg	1	737	737	drukwerk
738	n	0	both	1	738	738	vrije groep Kastanjeplein
739	n	0	pl	1	739	739	omstreken
742	n	0	pl	1	742	742	een paar centen bij elkaar
743	n	0	pl	2	743	744,743	elkaar
746	n	0	sg	1	746	746	de kolonie van Van Eeden
747	m	1	sg	1	747	747	Van Eeden
751	n	0	sg	1	751	751	een boerenkiel
752	-	-	pl	1	752	752	dure gele schoenen
753	n	0	sg	3	753	753,1911,1919	een papieren zak
754	-	-	sg	1	754	754	innige aanraking met de natuur
755	n	0	sg	1	755	755	de natuur
756	-	-	sg	1	756	756	z'n baard vol kruimels
758	-	-	pl	1	758	758	kruimels
760	n	0	sg	7	760	976,978,1396,1556,980,760,831	Amsterdam
761	-	-	pl	1	761	761	elkaar
762	n	0	both	1	762	762	de Naarder trekvaart
763	n	0	sg	1	763	763	een boerenmeid
764	n	0	sg	1	764	764	een boerenjongen
765	n	0	sg	2	765	765,766	het niks van in de krant
767	fm	1	sg	1	767	767	je
768	m	1	sg	1	768	768	jai
774	n	0	pl	1	774	774	drie van ons
776	n	0	pl	1	776	776	onze ketenen van negen tot zes
779	n	0	sg	2	779	779,823	Hillegom
780	n	0	sg	1	780	780	een bollenhandelaar met dikke roode gladgeschoren wangetjes
781	n	0	pl	1	781	781	dikke roode gladgeschoren wangetjes
782	n	0	both	4	782	793,1618,782,790	de anderen
786	n	0	sg	1	786	786	't oudheidkundig museum in Leiden
787	n	0	sg	4	787	824,787,847,791	Leiden
795	n	0	sg	12	795	1698,841,1615,1648,822,1975,1624,826,795,796,1693,1695	de tram
797	n	0	sg	4	797	1183,797,1182,1295	't land
798	n	0	pl	1	798	798	de landen
802	-	-	sg	1	802	802	de boerenkinkels
803	n	0	pl	3	803	2404,803,1420	de roode daken in de dorpen en de zwarte boomen en de akkers
804	n	0	pl	1	804	804	de dorpen
805	n	0	pl	1	805	805	de zwarte boomen
806	n	0	pl	1	806	806	de akkers
807	n	0	sg	1	807	807	riet
808	n	0	pl	2	808	808,811	de duinen
810	n	0	sg	1	810	810	hun bloote hoofd
812	n	0	sg	1	812	812	de straatweg
815	n	0	both	2	815	2454,815	de ruiten van de dorpslantaarns
816	fm	1	pl	2	816	816,817	de dorpslantaarns
818	n	0	sg	2	818	818,1251	moeite
825	n	0	sg	1	825	825	een lijk
828	-	-	sg	1	828	828	die
829	-	-	sg	1	829	829	de revolutie
832	n	0	pl	1	832	832	de kantoren
833	-	-	pl	1	833	833	die
834	n	0	pl	1	834	834	m'n koude voeten
836	n	0	pl	4	836	2162,2163,836,1046	dooie beenen
839	n	0	sg	1	839	839	de blauwe lucht
840	fm	1	sg	1	840	840	ik
846	n	0	pl	1	846	846	de gaslantarens in Leiden
848	-	-	pl	3	848	848,849,860	de onsterfelijken naast elkaar op een lange bank
850	n	0	sg	1	850	850	een lange bank
851	n	0	sg	1	851	851	de derde klas wachtkamer van 't station
852	n	0	sg	2	852	852,973	't station
853	n	0	sg	3	853	874,884,853	de kachel
861	n	0	sg	2	861	867,861	Een burgerheer
862	fm	1	pl	2	862	876,862	Opscheppers
866	n	0	sg	1	866	866	z'n kaartje
869	n	0	sg	1	869	869	't papier
873	n	0	sg	1	873	873	een schepje
875	n	0	sg	2	875	875,878	de kolenschep
877	n	0	pl	1	877	877	die wachtkamers
879	fm	1	sg	1	879	879	't publiek
881	n	0	pl	1	881	881	de steenkolen
885	-	-	sg	1	885	885	mot met een kerel met een witte kiel
886	m	1	sg	1	886	886	een kerel met een witte kiel
887	n	0	sg	1	887	887	een witte kiel
888	n	0	sg	3	888	888,2458,981	den trein
891	n	0	sg	3	891	2563,891,2556	slaap
893	n	0	sg	1	893	893	een Haagsch juffertje
897	fm	1	pl	1	897	897	haar lieve leden
907	n	0	sg	1	907	907	bezwaar tegen die hei
912	n	0	sg	1	912	912	dat
913	fm	1	pl	1	913	913	boeren van kantoorheeren
914	-	-	pl	1	914	914	kantoorheeren
915	n	0	sg	1	915	915	Amerika
916	n	0	pl	1	916	916	allerlei leugens
922	n	0	sg	1	922	922	juist 't groote verschil tusschen God en ons
927	n	0	pl	1	927	927	z'n vieren
929	n	0	sg	1	929	929	Zandvoort
930	n	0	sg	1	930	930	't fijne witte zand aan den voet van 't duin
931	n	0	sg	1	931	931	den voet van 't duin
932	n	0	sg	1	932	932	't duin
940	-	-	pl	1	940	940	herhalingen
941	n	0	sg	2	941	1012,941	een lange gouden streep op 't water
943	n	0	pl	1	943	943	onze gelaten
945	n	0	sg	2	945	945,1317	den gezichtseinder
946	n	0	sg	1	946	946	een sleepboot
949	m	1	sg	2	949	954,949	de stoompijp
951	n	0	sg	1	951	951	Duitschland
952	n	0	sg	1	952	952	zijn groote talenkennis
955	n	0	sg	1	955	955	een betrekking
956	m	1	sg	11	956	998,1000,1003,1004,1007,979,982,985,987,956,990	correspondent op een fabriek
957	n	0	sg	1	957	957	een fabriek
959	n	0	sg	1	959	959	Parijs
963	n	0	sg	2	963	1001,963	dat baantje
967	n	0	sg	1	967	967	dat ellendige fabrieksstadje
970	n	0	sg	1	970	970	heimwee
974	n	0	pl	5	974	2486,983,1006,974,1647	de rails
975	n	0	sg	2	975	2590,975	den horizon
977	n	0	sg	1	977	977	zijn biljet
986	n	0	sg	1	986	986	't Centraal station
988	-	-	sg	1	988	988	de volheid
989	m	1	sg	2	989	993,989	zijns gemoeds
991	n	0	sg	1	991	991	een praatje
992	fm	1	sg	1	992	992	den machinist
995	n	0	sg	1	995	995	een dure
996	n	0	sg	2	996	996,999	de locomotief
997	n	0	sg	5	997	2258,997,1383,2473,2142	z'n hand
1002	n	0	sg	2	1002	1002,2178	een boel
1008	n	0	sg	2	1008	1008,2463	't perron
1009	n	0	pl	1	1009	1009	de treinen
1010	fm	1	both	1	1010	1010	's Zondags
1013	n	0	sg	1	1013	1013	Het roode water
1014	n	0	sg	1	1014	1014	de branding
1016	n	0	sg	1	1016	1016	een theorie
1020	n	0	sg	1	1020	1020	zijn hart
1029	n	0	sg	1	1029	1029	een paar honderd gulden
1030	n	0	sg	2	1030	1940,1030	de Linnaeusstraat met z'n brood in een zeiltje
1031	n	0	sg	2	1031	1037,1031	z'n brood in een zeiltje
1033	n	0	sg	1	1033	1033	een zeiltje
1036	n	0	pl	1	1036	1036	zeiltjes met brood
1039	n	0	sg	1	1039	1039	ons best
1042	m	1	sg	11	1042	1059,1060,1064,1066,1069,1042,1077,1078,1079,2618,1055	heel wat
1047	n	0	pl	1	1047	1047	onze acht handen om onze knieën
1049	n	0	pl	1	1049	1049	onze knieën
1054	n	0	sg	1	1054	1054	een tijdschrift
1056	n	0	sg	2	1056	1056,1137	een artikel
1057	n	0	sg	2	1057	1057,1130	de sociale taak van den kunstenaar
1058	fm	1	sg	2	1058	1058,1070	den kunstenaar
1061	n	0	sg	1	1061	1061	een dispuut met Bekker over de hei
1083	n	0	sg	1	1083	1083	z'n kin
1085	n	0	pl	1	1085	1085	z'n knieën
1088	n	0	sg	1	1088	1088	z'n hart
1091	n	0	sg	1	1091	1091	een suikerboon
1096	fm	1	pl	2	1096	1096,1106	Zij
1097	n	0	sg	4	1097	1097,1266,1126,1129	't strand
1108	n	0	sg	1	1108	1108	een levensbeschouwing
1112	-	-	pl	1	1112	1112	de punten van onze schoenen
1113	-	-	pl	1	1113	1113	onze schoenen
1117	-	-	sg	1	1117	1117	de roode schijn op 't water
1119	n	0	sg	1	1119	1119	't zuiden
1121	n	0	sg	1	1121	1121	een geur van modder
1122	n	0	sg	1	1122	1122	modder
1124	n	0	sg	1	1124	1124	't dorp
1125	n	0	pl	2	1125	1186,1125	de booglampen
1127	fm	1	sg	1	1127	1127	jij
1132	n	0	pl	1	1132	1132	m'n schouders
1139	n	0	sg	1	1139	1139	verantwoordelijkheidsgevoel
1148	n	0	sg	1	1148	1148	Een lolletje
1154	fm	1	pl	1	1154	1154	kunstenaars
1161	n	0	pl	2	1161	1161,1166	de spoorboekjes
1170	n	0	sg	2	1170	1170,1373	't noordwesten
1175	n	0	pl	1	1175	1175	Wolken
1178	n	0	sg	4	1178	2552,2425,1178,1907	uitgestrekte arm
1184	fm	1	pl	1	1184	1184	wij
1185	n	0	sg	2	1185	1185,1255	Driehuis
1187	n	0	sg	1	1187	1187	de Kalverstraat
1188	m	1	sg	4	1188	1209,1204,1203,1188	je rug naar 't water
1189	fm	1	sg	2	1189	1189,1191	je
1197	n	0	sg	3	1197	1773,1813,1197	dat weemoedige geluid achter je
1198	fm	1	sg	3	1198	1208,1206,1198	je
1207	n	0	sg	1	1207	1207	je eigen naam
1212	n	0	sg	1	1212	1212	een brokkie
1213	n	0	sg	2	1213	1213,1231	linnen
1214	n	0	sg	2	1214	1232,1214	verf
1217	-	-	pl	1	1217	1217	ze
1218	-	-	pl	1	1218	1218	mekaar
1220	n	0	sg	2	1220	1220,1221	een spelletje
1224	n	0	sg	1	1224	1224	éen dom hoofd
1225	m	1	sg	2	1225	1225,1235	één domme rechterhand
1226	n	0	sg	2	1226	1226,2327	één schilderijtje te gelijk
