id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
45	223	223	name	223	PER	-	O	fm	1	sg	6	Bavink
46	225	225	pronoun	225	-	1	O	fm	1	pl	1	we
47	227	227	pronoun	227	-	-	O	fm	1	pl	1	mekaar
48	232	232	pronoun	232	-	1	O	fm	1	sg	3	ik
49	235	235	name	235	PER	-	O	m	1	sg	32	Hoyer
50	238	238	pronoun	238	-	1	I	fm	1	pl	50	we
51	248	248	name	248	PER	-	O	m	1	sg	32	Hoyer
52	255	255	pronoun	255	-	3	O	m	1	sg	32	hij
53	258	265	noun	259	-	-	O	n	0	pl	53	de bonzen van de S. D. A. P.
54	261	265	name	265	PER	-	O	fm	1	sg	54	de S. D. A. P.
55	271	274	noun	272	-	-	O	n	0	sg	55	een gebaar van twijfel
56	274	274	noun	274	-	-	O	n	0	sg	56	twijfel
57	276	277	noun	277	-	-	O	n	0	pl	57	z'n handen
58	276	276	pronoun	276	-	3	O	m	1	sg	32	z'n
59	279	280	noun	280	-	-	O	n	0	pl	59	z'n schouders
60	279	279	pronoun	279	-	3	O	m	1	sg	32	z'n
61	283	283	pronoun	283	-	1	O	fm	1	pl	1	we
62	288	288	pronoun	288	-	1	O	fm	1	pl	1	ons
63	295	295	pronoun	295	-	1	O	fm	1	pl	1	we
64	298	298	name	298	PER	-	O	m	1	sg	6	Bekker
65	300	302	noun	302	-	-	O	n	0	sg	65	een vaag besef
66	304	304	pronoun	304	-	3	O	m	1	sg	6	-ie
67	310	310	name	310	PER	-	O	m	1	sg	36	Ploeger
68	312	313	noun	313	-	-	O	fm	1	sg	68	zijn baas
69	312	312	pronoun	312	-	3	O	m	1	sg	36	zijn
70	314	316	noun	316	-	-	O	n	0	pl	70	z'n eigen klokken
71	314	314	pronoun	314	-	3	O	m	1	sg	36	z'n
72	325	340	noun	326	-	-	O	n	0	sg	72	een sigaar in z'n hoofd en vloeken op die kerels die nooit iets goed konden doen
73	328	329	noun	329	-	-	O	n	0	sg	73	z'n hoofd
74	328	328	pronoun	328	-	3	O	m	1	sg	36	z'n
75	331	331	noun	331	-	-	O	-	-	pl	75	vloeken
76	333	334	noun	334	-	-	O	m	1	pl	6	die kerels
77	335	335	pronoun	335	-	-	O	m	1	pl	6	die
78	344	344	pronoun	344	-	1	O	-	-	both	78	we
79	345	345	pronoun	345	-	3	O	-	-	both	78	't
80	348	348	pronoun	348	-	1	O	fm	1	pl	1	we
81	361	361	pronoun	361	-	1	O	fm	1	pl	1	we
82	371	371	noun	371	-	-	O	n	0	pl	82	boeken
83	374	374	name	374	PER	-	O	fm	1	sg	6	Bavink
84	379	379	name	379	PER	-	O	m	1	sg	84	Lien
85	383	383	pronoun	383	-	1	O	fm	1	sg	3	ik
86	386	386	pronoun	386	-	1	O	fm	1	pl	1	we
87	387	390	noun	389	-	-	O	n	0	sg	87	een prachtig stel kerels
88	400	400	noun	400	-	-	I	n	0	pl	88	centen
89	404	404	pronoun	404	-	1	O	fm	1	pl	1	we
90	408	408	name	408	PER	-	O	m	1	sg	32	Hoyer
91	418	418	name	418	PER	-	O	fm	1	sg	6	Bavink
92	423	424	noun	424	-	-	O	m	1	pl	6	die kerels
93	428	428	noun	428	-	-	O	n	0	pl	93	rijtuigen
94	432	433	noun	433	-	-	O	n	0	pl	94	dure jassen
95	436	437	noun	437	-	-	O	fm	1	pl	6	andere lui
96	440	440	pronoun	440	-	-	O	fm	1	pl	6	die
97	445	445	pronoun	445	-	3	O	fm	1	sg	6	zij
98	447	447	noun	447	-	-	O	n	0	pl	98	Automobielen
99	449	449	pronoun	449	-	2	O	fm	1	sg	29	je
100	458	458	pronoun	458	-	1	O	fm	1	pl	1	we
101	460	464	noun	461	-	-	O	n	0	sg	101	't hek van 't Oosterpark
102	463	464	name	464	LOC	-	O	n	0	sg	102	't Oosterpark
103	473	475	noun	475	-	-	O	n	0	sg	103	Een heel kamerameublement
104	477	477	pronoun	477	-	2	O	fm	1	both	104	je
105	484	484	pronoun	484	-	2	O	fm	1	sg	29	je
106	500	500	pronoun	500	-	1	O	fm	1	pl	1	we
107	506	510	noun	507	-	-	O	n	0	sg	107	den rand van 't trottoir
108	509	510	noun	510	-	-	O	n	0	sg	108	't trottoir
109	512	512	pronoun	512	-	1	O	fm	1	pl	1	we
110	516	516	noun	516	-	-	O	-	-	pl	110	twaalven
111	521	522	noun	522	-	-	O	n	0	pl	111	de straatsteenen
112	529	530	noun	530	-	-	O	-	-	pl	112	de klinkers
113	534	535	noun	535	-	-	O	-	-	pl	112	de klinkers
114	537	538	noun	538	-	-	O	-	-	pl	114	de sterren
115	543	543	name	543	PER	-	O	m	1	sg	6	Bekker
116	546	546	pronoun	546	-	3	O	m	1	sg	6	-ie
117	548	548	noun	548	-	-	O	n	0	sg	117	medelijden
118	550	551	noun	551	-	-	O	fm	1	sg	118	z'n baas
119	550	550	pronoun	550	-	3	O	m	1	sg	6	z'n
120	554	554	pronoun	554	-	1	O	fm	1	sg	3	ik
121	556	557	noun	557	-	-	O	n	0	sg	121	een gedicht
122	562	562	name	562	PER	-	O	m	1	sg	32	Hoyer
123	566	566	pronoun	566	-	3	O	m	1	sg	32	-ie
124	570	572	noun	572	-	-	O	-	-	sg	124	die blauwe steen
125	584	589	noun	585	-	-	O	n	0	sg	125	het zwart recht boven onze hoofden
126	588	589	noun	589	-	-	O	n	0	pl	126	onze hoofden
127	588	588	pronoun	588	-	1	O	fm	1	pl	1	onze
128	595	595	name	595	PER	-	O	mn	-	sg	6	Bavink
129	597	601	noun	598	-	-	O	n	0	sg	73	z'n hoofd in z'n handen
130	597	597	pronoun	597	-	3	O	mn	-	sg	6	z'n
131	600	601	noun	601	-	-	O	n	0	pl	57	z'n handen
132	600	600	pronoun	600	-	3	O	mn	-	sg	6	z'n
133	604	605	noun	605	-	-	O	n	0	sg	6	de zon
134	610	612	noun	612	-	-	O	n	0	sg	134	't sentimenteele af
135	615	615	pronoun	615	-	1	O	fm	1	pl	1	we
136	622	622	noun	622	-	-	O	n	0	sg	136	bed
137	627	628	noun	628	-	-	O	fm	1	sg	137	een mensch
138	637	637	noun	637	-	-	O	m	1	sg	6	dat
139	639	639	pronoun	639	-	1	O	fm	1	pl	1	we
140	642	642	name	642	PER	-	O	m	1	sg	6	Kees
141	650	650	pronoun	650	-	1	O	fm	1	pl	1	we
142	651	652	noun	652	-	-	O	n	0	sg	6	de zon
143	657	658	name	658	LOC	-	O	n	0	sg	143	de Zuiderzee
144	661	661	name	661	PER	-	O	m	1	sg	6	Kees
145	663	663	pronoun	663	-	-	O	m	1	sg	6	die
146	665	665	noun	665	-	-	O	n	0	sg	146	huis
147	668	668	name	668	PER	-	O	m	1	sg	32	Hoyer
148	671	672	noun	672	-	-	O	n	0	sg	148	de kou
149	675	675	name	675	PER	-	O	fm	1	sg	6	Bavink
150	677	677	name	677	PER	-	O	m	1	sg	6	Bekker
151	682	682	pronoun	682	-	3	O	n	0	pl	57	Die
152	685	686	noun	686	-	-	O	-	-	pl	152	de steenen
153	689	690	noun	690	-	-	O	n	0	sg	153	den zeedijk
154	692	693	noun	693	-	-	O	n	0	pl	154	de oogen
155	699	700	noun	700	-	-	O	n	0	pl	155	hun oogharen
156	699	699	pronoun	699	-	3	O	n	0	pl	57	hun
157	703	706	noun	706	-	-	O	mn	-	both	6	de dansende gouden pijltjes
158	707	707	pronoun	707	-	-	O	n	0	pl	6	die
159	708	712	noun	709	-	-	O	n	0	sg	6	de zon in 't water
160	711	712	noun	712	-	-	O	n	0	sg	160	't water
161	715	715	noun	715	-	-	O	m	1	sg	6	Stapelmal
162	717	717	name	717	PER	-	O	fm	1	sg	6	Bavink
163	722	723	noun	723	-	-	O	n	0	sg	6	de zon
164	726	726	pronoun	726	-	3	O	m	1	sg	6	-ie
165	728	733	noun	733	-	-	O	n	0	sg	165	de lange , lange schitterende streep
166	737	741	noun	738	-	-	O	n	0	sg	166	den kant van 't water
167	740	741	noun	741	-	-	O	n	0	sg	160	't water
168	743	743	pronoun	743	-	3	O	m	1	sg	6	-ie
169	748	748	pronoun	748	-	1	O	fm	1	sg	3	Ik
170	750	750	pronoun	750	-	1	O	fm	1	sg	3	me
171	753	753	pronoun	753	-	1	O	fm	1	pl	1	we
172	755	755	name	755	PER	-	O	fm	1	sg	6	Bavink
173	757	757	pronoun	757	-	1	O	fm	1	sg	3	ik
174	764	764	noun	764	-	-	O	n	0	sg	174	zee
175	768	770	noun	770	-	-	O	n	0	sg	6	de halve zon
176	777	778	noun	778	-	-	O	n	0	sg	176	de kim
177	781	781	name	781	PER	-	O	m	1	sg	6	Bavink
178	784	785	noun	785	-	-	O	n	0	sg	178	z'n vuist
179	784	784	pronoun	784	-	3	O	-	1	sg	6	z'n
180	787	788	noun	788	-	-	O	n	0	sg	180	z'n voorhoofd
181	787	787	pronoun	787	-	3	O	mn	1	sg	6	z'n
182	795	795	name	795	-	-	I	m	1	sg	6	God
183	799	799	pronoun	799	-	1	I	fm	1	sg	183	ik
184	804	804	pronoun	804	-	1	I	fm	1	sg	183	ik
185	810	810	pronoun	810	-	3	O	m	1	sg	6	-ie
186	812	813	noun	813	-	-	O	n	0	sg	186	een gesticht
187	816	816	pronoun	816	-	1	O	fm	1	pl	1	we
188	820	820	pronoun	820	-	1	O	fm	1	pl	1	we
189	827	828	noun	828	-	-	O	n	0	pl	189	gele vlekken
190	831	832	noun	832	-	-	O	fm	1	pl	6	onze bazen
191	831	831	pronoun	831	-	1	O	fm	1	pl	1	onze
192	834	835	noun	835	-	-	O	-	-	pl	192	zulke tochten
193	840	840	pronoun	840	-	1	O	fm	1	sg	3	ik
194	844	844	noun	844	-	-	O	n	0	sg	194	kantoor
195	849	849	name	849	PER	-	O	m	1	sg	6	Bekker
196	851	851	pronoun	851	-	-	O	m	1	sg	6	die
197	862	863	noun	863	-	-	O	n	0	sg	6	de zon
198	871	879	noun	873	-	-	O	n	0	pl	198	de verlichte boomtoppen aan de overzij van de tuinen
199	875	879	noun	876	-	-	O	n	0	sg	199	de overzij van de tuinen
200	878	879	noun	879	-	-	O	n	0	pl	200	de tuinen
201	893	893	pronoun	893	-	1	O	fm	1	pl	1	we
202	904	904	noun	904	-	-	O	n	0	sg	194	kantoor
203	906	909	noun	906	-	-	O	-	-	pl	203	tochten naar den Ringdijk
204	908	909	name	909	LOC	-	O	n	0	both	204	den Ringdijk
205	913	913	pronoun	913	-	1	O	fm	1	pl	1	we
206	915	923	noun	916	-	-	O	n	0	sg	206	't gras tusschen de boterbloemetjes beneden aan den dijk
207	918	923	noun	919	-	-	O	n	0	pl	207	de boterbloemetjes beneden aan den dijk
208	922	923	noun	923	-	-	O	n	0	sg	208	den dijk
209	927	929	noun	929	-	-	O	-	-	pl	209	de nieuwsgierige koeien
210	931	933	noun	933	-	-	O	n	0	pl	210	hun groote oogen
211	931	931	pronoun	931	-	3	O	-	-	pl	209	hun
212	937	937	pronoun	937	-	1	O	fm	1	pl	1	ons
213	939	939	pronoun	939	-	1	O	fm	1	pl	1	wij
214	942	943	noun	943	-	-	O	-	-	pl	209	de koeien
215	948	948	pronoun	948	-	2	O	fm	1	sg	29	je
216	953	953	name	953	PER	-	O	fm	1	sg	6	Bavink
217	955	955	name	955	PER	-	O	m	1	sg	84	Lien
218	965	966	noun	966	-	-	O	n	0	pl	218	die koeienoogen
219	983	984	noun	984	-	-	O	n	0	pl	219	de kikkers
220	997	998	noun	998	-	-	O	n	0	sg	220	mijn schoen
221	997	997	pronoun	997	-	1	O	fm	1	sg	3	mijn
222	1000	1002	noun	1002	-	-	O	n	0	sg	222	m'n eene voet
223	1000	1000	pronoun	1000	-	1	O	fm	1	sg	3	m'n
224	1006	1007	noun	1007	-	-	O	n	0	sg	224	de sloot
225	1011	1011	pronoun	1011	-	2	O	fm	1	sg	29	je
226	1020	1021	noun	1021	-	-	O	n	-	both	6	Een koe
227	1023	1023	pronoun	1023	-	-	O	n	0	sg	6	die
228	1024	1024	pronoun	1024	-	2	O	fm	1	sg	29	je
229	1030	1032	noun	1032	-	-	O	n	0	sg	229	de halve duisternis
230	1035	1035	pronoun	1035	-	2	O	fm	1	sg	29	je
231	1036	1037	noun	1037	-	-	O	n	0	sg	206	't gras
232	1041	1042	noun	1042	-	-	O	n	0	sg	232	de verte
233	1045	1046	noun	1046	-	-	O	n	0	sg	233	een klagelijk
234	1050	1051	noun	1051	-	-	O	n	0	sg	234	Een paard
235	1057	1057	pronoun	1057	-	2	O	fm	1	sg	29	je
236	1065	1068	noun	1066	-	-	O	n	0	sg	6	De koe bij ons
237	1068	1068	pronoun	1068	-	1	O	fm	1	pl	1	ons
238	1074	1074	name	1074	PER	-	O	m	1	sg	6	Bekker
239	1090	1090	name	1090	PER	-	O	m	1	sg	6	Bavink
240	1095	1096	noun	1096	-	-	O	n	0	pl	240	z'n armen
241	1095	1095	pronoun	1095	-	3	O	-	1	sg	6	z'n
242	1109	1109	pronoun	1109	-	1	O	fm	1	pl	1	we
243	1118	1118	pronoun	1118	-	3	O	m	1	sg	6	hij
244	1125	1125	pronoun	1125	-	1	O	fm	1	pl	1	we
245	1138	1138	pronoun	1138	-	1	O	fm	1	sg	3	ik
246	1142	1142	pronoun	1142	-	3	O	m	1	sg	6	-ie
247	1147	1148	noun	1148	-	-	O	-	-	sg	247	de waarheid
248	1153	1153	pronoun	1153	-	1	O	fm	1	pl	1	we
249	1158	1161	noun	1159	-	-	O	n	0	sg	249	Ons werk op kantoor
250	1158	1158	pronoun	1158	-	1	O	fm	1	pl	1	Ons
251	1161	1161	noun	1161	-	-	O	n	0	sg	194	kantoor
252	1163	1163	pronoun	1163	-	1	O	fm	1	pl	1	we
253	1170	1171	noun	1171	-	-	O	fm	1	pl	6	onze bazen
254	1170	1170	pronoun	1170	-	1	O	fm	1	pl	1	onze
255	1173	1173	pronoun	1173	-	1	O	fm	1	pl	1	we
256	1176	1176	name	1176	PER	-	O	fm	1	sg	6	Bavink
257	1178	1178	name	1178	PER	-	O	m	1	sg	32	Hoyer
258	1180	1180	pronoun	1180	-	-	O	fm	1	pl	6	die
259	1189	1189	pronoun	1189	-	1	O	fm	1	pl	1	we
260	1194	1195	noun	1195	-	-	O	-	1	pl	6	die bazen
261	1198	1198	pronoun	1198	-	1	O	fm	1	pl	1	We
262	1206	1206	pronoun	1206	-	1	O	fm	1	pl	1	we
263	1210	1210	name	1210	PER	-	O	m	1	sg	6	Bekker
264	1215	1217	noun	1216	-	-	I	n	0	sg	264	't koninkrijk Gods
265	1217	1217	name	1217	-	-	I	m	1	sg	42	Gods
266	1226	1226	pronoun	1226	-	3	O	m	1	sg	6	-ie
267	1231	1231	pronoun	1231	-	3	O	m	1	sg	6	zich
268	1236	1236	name	1236	PER	-	O	fm	1	sg	6	Bavink
269	1245	1245	pronoun	1245	-	3	I	n	0	sg	269	dat
270	1253	1253	pronoun	1253	-	1	O	fm	1	pl	1	Wij
271	1270	1273	noun	1271	-	-	O	n	0	sg	271	den zolder van Kees
272	1273	1273	name	1273	PER	-	O	m	1	sg	6	Kees
273	1275	1275	pronoun	1275	-	1	O	fm	1	pl	1	we
274	1282	1282	pronoun	1282	-	-	O	fm	1	pl	1	elkaar
275	1284	1284	name	1284	PER	-	O	m	1	sg	6	Kees
276	1287	1287	noun	1287	-	-	O	n	0	sg	276	een
277	1294	1295	noun	1295	-	-	O	n	0	sg	277	Zijn hok
278	1294	1294	pronoun	1294	-	3	O	m	1	sg	6	Zijn
279	1306	1307	noun	1307	-	-	O	-	-	both	279	De buren
280	1309	1310	noun	1310	-	-	O	n	0	sg	280	't niks
281	1314	1318	noun	1315	-	-	O	-	-	both	279	dat geloop op de trap
282	1317	1318	noun	1318	-	-	O	n	0	sg	282	de trap
283	1320	1322	noun	1322	-	-	O	m	1	sg	283	Kees z'n vader
284	1320	1320	name	1320	PER	-	O	m	1	sg	6	Kees
285	1321	1321	pronoun	1321	-	3	O	m	1	sg	283	z'n
286	1330	1330	pronoun	1330	-	3	O	m	1	sg	283	-ie
287	1331	1331	pronoun	1331	-	1	O	fm	1	sg	3	me
288	1336	1336	pronoun	1336	-	1	O	fm	1	sg	3	me
289	1338	1339	name	1339	MISC	-	I	-	-	sg	289	mijnheer Koekebakker
290	1343	1343	pronoun	1343	-	3	O	m	1	sg	283	-ie
291	1344	1348	noun	1345	-	-	O	n	0	sg	291	m'n naam in 't Handelsblad
292	1344	1344	pronoun	1344	-	1	O	fm	1	sg	3	m'n
293	1347	1348	name	1348	LOC	-	O	n	0	pl	293	't Handelsblad
294	1352	1352	name	1352	PER	-	O	m	1	sg	6	Bekker
295	1354	1354	name	1354	PER	-	O	m	1	sg	6	Kees
296	1358	1358	pronoun	1358	-	3	O	m	1	sg	6	-ie
297	1363	1363	pronoun	1363	-	3	O	n	0	pl	293	Ze
298	1365	1369	noun	1366	-	-	O	n	0	sg	298	goedkoop bloemetjesbehangsel van 3 centen
299	1370	1371	noun	1371	-	-	O	n	0	sg	299	de rol
300	1377	1378	noun	1378	-	-	O	n	0	sg	300	den muur
301	1381	1384	noun	1384	-	-	O	n	0	sg	301	de effe groene achterkant
302	1387	1387	name	1387	PER	-	O	m	1	sg	6	Bekker
303	1389	1390	noun	1390	-	-	O	n	0	sg	303	een spreuk
304	1393	1393	noun	1393	-	-	O	n	0	pl	304	sier-letters
305	1395	1395	pronoun	1395	-	3	O	n	0	sg	303	die
306	1397	1398	noun	1398	-	-	O	n	0	sg	300	den muur
307	1401	1402	noun	1402	-	-	O	n	0	sg	307	de deur
308	1405	1412	name	1412	MISC	-	I	n	0	both	308	J'ai attendu le Seigneur avec une grande patience
309	1415	1419	name	1419	MISC	-	I	n	0	both	309	il s'est abaissé jusqu'à moi
310	1422	1422	pronoun	1422	-	1	O	fm	1	sg	3	Ik
311	1427	1427	pronoun	1427	-	3	O	m	1	sg	6	-ie
312	1433	1433	name	1433	PER	-	O	m	1	sg	6	Kees
313	1440	1440	name	1440	PER	-	O	m	1	sg	6	Kees
314	1446	1446	pronoun	1446	-	3	O	m	1	sg	6	Hij
315	1448	1449	noun	1449	-	-	O	n	0	sg	315	een spa
316	1452	1452	name	1452	PER	-	O	m	1	sg	6	Bekker
317	1454	1458	noun	1455	-	-	O	-	-	sg	317	die diagonaalsgewijs aan den muur
318	1457	1458	noun	1458	-	-	O	n	0	sg	300	den muur
319	1461	1465	noun	1462	-	-	O	n	0	sg	319	't aangezicht van de spreuk
320	1464	1465	noun	1465	-	-	O	n	0	sg	303	de spreuk
321	1483	1483	name	1483	PER	-	O	m	1	sg	6	Bekker
322	1484	1484	pronoun	1484	-	3	O	m	1	sg	6	zich
323	1486	1487	noun	1487	-	-	O	n	0	sg	73	zijn hoofd
324	1486	1486	pronoun	1486	-	3	O	m	1	sg	6	zijn
325	1492	1492	pronoun	1492	-	3	O	m	1	sg	6	-ie
326	1495	1496	noun	1496	-	-	O	n	0	sg	326	de hei
327	1502	1504	noun	1503	-	-	O	n	0	sg	327	een brokje land
328	1509	1509	pronoun	1509	-	3	O	m	1	sg	6	-ie
329	1513	1513	noun	1513	-	-	O	n	0	sg	194	kantoor
330	1515	1515	name	1515	PER	-	O	m	1	sg	6	Bavink
331	1518	1520	noun	1520	-	-	O	-	-	sg	6	een mooi idee
332	1523	1523	pronoun	1523	-	3	O	m	1	sg	6	-ie
333	1527	1527	name	1527	PER	-	O	m	1	sg	84	Lien
334	1535	1535	name	1535	PER	-	O	m	1	sg	32	Hoyer
335	1539	1540	noun	1540	-	-	O	n	0	sg	335	de kroeg
336	1544	1544	pronoun	1544	-	1	O	fm	1	pl	1	we
337	1555	1555	pronoun	1555	-	1	O	fm	1	sg	3	Ik
338	1557	1557	pronoun	1557	-	1	O	fm	1	sg	3	me
339	1560	1560	name	1560	PER	-	O	m	1	sg	339	Zola
340	1562	1563	name	1563	PER	-	O	m	1	sg	340	Jaap Maris
341	1571	1572	noun	1572	-	-	O	n	0	sg	276	de een
342	1576	1576	name	1576	PER	-	O	m	1	sg	6	Bekker
343	1579	1579	name	1579	PER	-	O	m	1	sg	343	Dante
344	1582	1583	name	1583	MISC	-	O	n	0	both	344	de Prediker
345	1585	1586	name	1586	ORG	-	O	n	0	sg	345	't Hooglied
346	1588	1590	name	1590	PER	-	O	m	1	sg	346	't boek Job
347	1592	1592	pronoun	1592	-	3	O	m	1	sg	6	-ie
348	1594	1595	noun	1595	-	-	O	n	0	sg	73	z'n hoofd
349	1594	1594	pronoun	1594	-	3	O	m	1	sg	6	z'n
350	1603	1604	noun	1604	-	-	O	fm	1	sg	350	de buitenwereld
351	1606	1606	pronoun	1606	-	2	O	fm	1	sg	29	je
352	1610	1611	noun	1611	-	-	O	n	0	sg	277	dat hok
353	1613	1615	noun	1615	-	-	O	n	0	sg	353	Het eenige raam
354	1618	1621	noun	1618	-	-	O	n	0	sg	353	schouderhoogte van den grond
355	1620	1621	noun	1621	-	-	O	n	0	sg	355	den grond
356	1624	1624	pronoun	1624	-	2	O	fm	1	sg	29	je
357	1626	1626	noun	1626	-	-	O	n	0	sg	357	tafel
358	1630	1630	pronoun	1630	-	2	O	fm	1	sg	29	je
359	1635	1637	noun	1636	-	-	O	n	0	sg	359	een stuk lucht
360	1641	1642	noun	1642	-	-	O	n	0	sg	360	de kleur
361	1663	1663	pronoun	1663	-	2	O	fm	1	sg	29	je
362	1664	1664	name	1664	PER	-	O	fm	1	sg	6	Bavink
363	1669	1670	noun	1670	-	-	O	m	1	pl	6	de lui
364	1671	1671	pronoun	1671	-	3	O	fm	1	both	6	zich
365	1674	1675	noun	1675	-	-	O	n	0	sg	365	letterlijk alles
366	1677	1677	pronoun	1677	-	1	O	fm	1	sg	3	Ik
367	1681	1682	noun	1682	-	-	O	n	0	sg	367	een schilderij
368	1687	1687	pronoun	1687	-	1	O	fm	1	sg	3	ik
369	1690	1690	name	1690	PER	-	O	m	1	sg	289	Koekebakker
370	1692	1692	pronoun	1692	-	3	O	m	1	sg	289	Hij
371	1694	1694	pronoun	1694	-	1	O	fm	1	sg	3	me
372	1697	1697	pronoun	1697	-	1	O	fm	1	sg	3	ik
373	1702	1702	pronoun	1702	-	2	I	m	1	sg	6	Je
374	1704	1706	noun	1706	-	-	I	n	0	pl	374	twee horizontale banen
375	1709	1709	pronoun	1709	-	-	I	n	0	pl	374	elkaar
376	1714	1715	noun	1715	-	-	I	n	0	sg	376	een blauwe
377	1717	1718	noun	1718	-	-	I	n	0	sg	377	een goudgele
378	1721	1726	noun	1722	-	-	I	n	0	sg	378	't midden van die blauwe baan
379	1724	1726	noun	1726	-	-	I	-	-	sg	379	die blauwe baan
380	1728	1728	pronoun	1728	-	2	I	fm	1	sg	6	je
381	1729	1732	noun	1732	-	-	I	n	0	sg	381	een ronde goudgele vlek
382	1737	1737	pronoun	1737	-	1	I	fm	1	pl	382	we
383	1739	1740	noun	1740	-	-	I	n	0	sg	383	den catalogus
384	1742	1745	name	1745	MISC	-	I	n	0	both	384	No. 666 De Gedachte
385	1747	1747	noun	1747	-	-	I	n	0	sg	367	schilderij
386	1752	1752	pronoun	1752	-	1	I	fm	1	pl	382	we
387	1756	1757	noun	1757	-	-	I	n	0	sg	291	mijn naam
388	1756	1756	pronoun	1756	-	1	I	fm	1	sg	3	mijn
389	1759	1760	name	1760	PER	-	I	m	1	sg	6	Johannes Bavink
390	1762	1764	name	1764	LOC	-	I	n	0	pl	390	2de Jan Steenstraat
391	1766	1766	noun	1766	-	-	I	n	0	sg	391	nummer
392	1769	1769	pronoun	1769	-	1	I	fm	1	pl	382	we
393	1776	1776	pronoun	1776	-	2	I	fm	1	sg	6	Je
394	1781	1781	pronoun	1781	-	3	I	n	0	pl	390	ze
395	1786	1787	noun	1787	-	-	I	n	0	sg	365	Van alles
396	1790	1790	pronoun	1790	-	2	I	fm	1	sg	6	je
397	1793	1795	noun	1795	-	-	I	n	0	sg	397	een flauw benul
398	1801	1801	name	1801	PER	-	O	f	1	sg	6	Bavink
399	1811	1811	name	1811	PER	-	O	m	1	sg	84	Lien
400	1816	1816	noun	1816	-	-	O	n	0	sg	400	thee
401	1821	1821	pronoun	1821	-	3	O	f	1	sg	6	ze
402	1822	1823	noun	1823	-	-	O	n	0	sg	355	den grond
403	1835	1835	name	1835	PER	-	O	m	1	sg	6	Kees
404	1840	1840	noun	1840	-	-	O	n	0	sg	404	verlegenheid
405	1844	1845	noun	1845	-	-	O	f	1	sg	405	die juffrouw
406	1847	1849	noun	1849	-	-	O	m	1	sg	406	de ouwe heer
407	1850	1851	noun	1851	-	-	O	n	0	sg	407	bepaald bezwaar
408	1854	1854	name	1854	PER	-	O	m	1	sg	6	Bavink
409	1858	1858	pronoun	1858	-	1	O	fm	1	pl	1	we
410	1859	1859	pronoun	1859	-	3	O	m	1	sg	6	hem
411	1864	1864	name	1864	PER	-	O	m	1	sg	84	Lien
