id	gender	human	number	size	firstmention	mentions	label
14	fm	1	sg	3	14	2136,557,14	lieve lezer
15	n	0	sg	5	15	1201,1199,1193,1118,15	de hand
22	n	0	sg	1	22	22	een roman
26	n	0	pl	1	26	26	zaken
31	n	0	sg	1	31	31	de onbeschaamdheid
32	fm	1	sg	1	32	32	een dichter
33	-	-	sg	1	33	33	romanverteller
35	n	0	sg	1	35	35	dat
37	n	0	sg	3	37	37,566,1791	mijn vak
42	-	-	sg	8	42	768,2208,866,450,42,715,571,606	Lauriergracht N
43	n	0	sg	2	43	43,44	een principaal
45	-	-	sg	1	45	45	die
47	n	0	sg	1	47	47	een opgave
48	n	0	sg	1	48	48	een klein gedeelte der onwaarheden
49	-	-	pl	3	49	312,49,313	der onwaarheden
50	-	-	pl	1	50	50	die
51	n	0	pl	1	51	51	gedichten
53	n	0	sg	1	53	53	de hoofdzaak
55	n	0	pl	11	55	611,617,618,749,751,2098,725,1270,55,792,636	Busselinck & Waterman
56	fm	1	pl	10	56	864,194,2403,711,59,888,56,603,637,1726	makelaars in koffie
58	n	0	sg	1	58	58	hun adres
63	n	0	pl	2	63	2225,63	andere valsche opgaven
69	n	0	sg	10	69	608,69,615,1353,1289,1355,587,624,723,1368	de beurs
71	-	-	sg	1	71	71	die
72	n	0	sg	1	72	72	ondervinding
75	n	0	pl	3	75	81,75,77	de oorzaken
80	-	-	pl	1	80	80	de meesten
83	-	-	sg	12	83	320,549,453,679,396,83,1276,1719,2232,2396,574,2271	waarheid
84	n	0	sg	1	84	84	gezond verstand
86	n	0	sg	2	86	1102,86	de Schrift
88	n	0	sg	3	88	88,399,391	een uitzondering
89	n	0	sg	1	89	89	De fout
90	m	1	sg	4	90	129,90,132,130	Van Alphen
93	m	1	sg	69	93	2176,2177,2178,387,771,645,646,647,776,773,394,775,128,135,2062,654,137,401,138,144,131,791,2077,164,2092,1709,814,815,2096,2095,818,692,693,827,833,834,835,708,836,838,840,841,2253,850,93,734,478,94,737,121,739,740,741,744,105,106,112,755,627,2164,628,757,1654,115,118,123,764,125,2175	dien ouden heer
95	fm	1	sg	2	95	98,95	een aanbidder van mijn zusje Truitje
96	n	0	both	1	96	96	mijn zusje Truitje
99	n	0	pl	6	99	99,1253,1912,1033,842,1132	zeere oogen
100	m	1	sg	3	100	107,100,103	mijn broêr Gerrit
102	m	1	sg	1	102	102	Gerrit
104	n	0	sg	2	104	104,994	zijn neus
108	n	0	pl	1	108	108	die versjes
109	n	0	sg	15	109	227,1895,1963,204,109,205,2000,180,181,1972,1847,1913,218,187,1919	liefde gedrongen
111	fm	1	sg	5	111	2148,2149,1884,1053,111	kind
113	m	1	sg	55	113	1668,1796,1798,1673,1676,532,1694,1695,1696,1697,291,1703,295,298,301,305,949,952,2107,2108,1599,1728,1603,1604,1606,1611,1612,2255,2259,854,1369,858,1628,1756,2141,1632,1760,1763,1636,1765,1639,1386,1646,1648,113,114,1777,1649,1651,119,249,2172,2173,126,255	u
116	-	-	pl	3	116	146,116,117	de marmerknikkers
120	n	0	sg	1	120	120	mijn naam
122	n	0	sg	1	122	122	banket
124	n	0	sg	1	124	124	Batavus
127	fm	1	sg	1	127	127	een leugenaar
133	fm	1	pl	4	133	145,169,133,141	ons
134	m	1	sg	4	134	136,465,1099,134	mijn vader
139	fm	1	sg	2	139	139,140	Pauweltje Winser
142	-	-	sg	1	142	142	de Batavierstraat
143	n	0	sg	1	143	143	mijn kleine hond
147	n	0	sg	2	147	147,1435	de opvoeding
148	f	1	sg	1	148	148	Het nieuwe zusjen
149	-	-	sg	1	149	149	de groenvrouw
150	n	0	sg	2	150	2161,150	een groote kool
151	m	1	pl	1	151	151	Hollanders
152	m	1	pl	2	152	152,154	De Romeinen
153	n	0	pl	1	153	153	de Batavieren
155	m	1	sg	2	155	155,158	De Beij van Tunis
156	n	0	sg	1	156	156	Tunis
157	n	0	sg	1	157	157	een kolijk
159	n	0	sg	1	159	159	de nederlandsche vlag
160	mn	-	sg	2	160	160,162	De hertog van Alva
161	m	1	sg	1	161	161	Alva
163	n	0	sg	1	163	163	De eb
165	n	0	sg	3	165	165,166,167	Nederland
168	fm	1	pl	3	168	168,171,172	onze oude luî
170	n	0	pl	1	170	170	hun zaken
173	n	0	sg	3	173	552,2242,173	het ware geloof
174	n	0	sg	5	174	1474,178,1417,174,830	de zaak
175	n	0	pl	1	175	175	andere leugens
176	f	1	sg	12	176	1091,360,361,362,364,237,366,176,177,241,368,182	Een meisjen
179	f	1	pl	1	179	179	zusters
183	n	0	sg	1	183	183	het een
184	n	0	sg	1	184	184	ander voorwerp
185	n	0	sg	4	185	185,186,1956,206	der aarde
189	f	1	sg	11	189	192,769,1634,1638,523,748,2158,979,724,189,191	mijn vrouw
193	m	1	sg	16	193	736,193,710,650,652,466,467,596,886,887,632,602,1723,412,1725,863	Last & Co
196	n	0	sg	3	196	196,2381,222	ons huwelijk
197	m	1	pl	48	197	1536,1409,1666,1411,780,657,1685,408,794,1307,925,414,927,672,929,1056,1055,678,1325,1071,821,1077,1078,1079,1081,1084,1724,197,1869,463,207,209,210,982,727,217,1626,1117,990,610,487,488,1512,2023,2163,758,504,506	ons
200	m	1	sg	1	200	200	Artis
202	n	0	sg	1	202	202	een sjaallong van twee-en-negentig gulden
203	n	0	sg	2	203	482,203	twee-en-negentig gulden
208	n	0	sg	1	208	208	spraak
211	n	0	sg	1	211	211	een toertje naar Den Haag
212	n	0	pl	2	212	212,981	Den Haag
214	n	0	sg	5	214	214,984,985,986,987	flanel
216	n	0	pl	1	216	216	borstrokken
219	n	0	sg	9	219	1251,612,1672,457,1615,1264,406,2138,219	de wereld
220	n	0	sg	3	220	1802,220,1596	gekheid
221	n	0	pl	1	221	221	leugens
228	n	0	sg	1	228	228	de tering
229	n	0	sg	1	229	229	den hals
230	n	0	pl	1	230	230	de haren uit het hoofd
231	n	0	sg	1	231	231	het hoofd
233	n	0	sg	1	233	233	mijn huishouden
235	n	0	sg	5	235	243,1688,1689,235,716	het wezen
239	n	0	pl	3	239	276,254,239	verzen
244	n	0	sg	2	244	244,245	verzenmaken
246	-	-	pl	1	246	246	ivoordraaien
247	-	-	pl	1	247	247	de ulevellen met deviezen
248	n	0	pl	1	248	248	deviezen
251	n	0	sg	2	251	251,1940	den prijs van een stel billardballen
252	n	0	sg	1	252	252	een stel billardballen
256	n	0	pl	1	256	256	de woorden in gelid
257	n	0	sg	2	257	257,265	gelid
258	n	0	sg	4	258	259,258,266,271	De lucht
262	-	-	sg	1	262	262	die
263	n	0	pl	1	263	263	mijn woorden
267	-	-	sg	1	267	267	De verzenmaker
268	m	1	sg	2	268	268,270	de guurheid van den eersten regel
272	m	1	sg	3	272	272,273,438	de maat
274	n	0	sg	1	274	274	het weêr
275	-	-	sg	1	275	275	Eén van beiden
277	-	-	sg	1	277	277	onwaarheid
278	n	0	sg	1	278	278	den schouwburg
279	n	0	pl	1	279	279	leugens
280	m	1	sg	5	280	416,418,280,284,287	De held van 't stuk
281	n	0	sg	6	281	2305,2382,2419,1764,281,2142	't stuk
282	n	0	sg	3	282	282,307,317	het water
283	m	1	sg	2	283	283,285	die
286	n	0	sg	1	286	286	zijn halve vermogen
288	n	0	sg	1	288	288	de Prinsengracht
289	n	0	sg	1	289	289	mijn hoed
294	-	-	both	1	294	294	die
297	n	0	sg	1	297	297	een dubbeltje
303	n	0	sg	2	303	306,303	zeker mijn halve vermogen
308	-	-	pl	1	308	308	zulke vertooningen op het tooneel
309	n	0	sg	6	309	514,403,309,390,332,415	het tooneel
310	fm	1	sg	3	310	1505,310,311	het publiek
315	n	0	sg	2	315	315,446	lust
316	n	0	sg	2	316	316,319	zoo'n heel parterre
322	fm	1	sg	7	322	1281,322,1283,1284,421,422,1279	mijn persoon
324	n	0	sg	1	324	324	hoog bergloon
326	fm	1	both	1	326	326	Zondags
329	n	0	sg	1	329	329	mijn kantilje ketting
331	n	0	sg	1	331	331	een anderen rok
335	n	0	sg	15	335	675,707,1687,777,778,718,335,719,2291,538,373,695,1498,539,380	dat alles
336	fm	1	pl	6	336	336,1377,1442,1315,1436,525	kinderen
340	n	0	pl	1	340	340	zaken
341	-	-	pl	2	341	344,341	die tooneelmenschen
342	n	0	sg	2	342	2425,342	armoede
343	-	-	sg	1	343	343	hun voorstelling
345	f	1	sg	20	345	1035,1036,1046,1176,345,1048,347,1693,350,352,353,354,1059,1892,356,1254,1255,1128,1257,1897	Een meisje
346	-	-	sg	3	346	346,357,358	de familie
348	-	-	pl	2	348	348,349	de steken
351	n	0	sg	1	351	351	het heele bedrijf
355	n	0	sg	1	355	355	't venster
359	n	0	sg	1	359	359	dezen arbeid
363	n	0	pl	1	363	363	de trappen
365	f	1	sg	9	365	772,1734,2151,365,2319,367,1841,1745,2071	mijne moeder
369	n	0	sg	6	369	369,370,371,455,459,375	de deugd
372	n	0	pl	1	372	372	een paar wollen kousen
374	n	0	pl	1	374	374	valsche denkbeelden van deugd , en
376	n	0	pl	2	376	376,1508	werken
377	n	0	sg	1	377	377	den kost
378	n	0	pl	1	378	378	leugens
379	m	1	sg	2	379	379,381	haar eerste minnaar
382	-	1	sg	2	382	384,382	klerk
383	n	0	sg	1	383	383	't kopieboek
385	n	0	pl	1	385	385	weer leugens
386	n	0	sg	4	386	386,1427,389,1087	geld
392	n	0	sg	1	392	392	mijn aanmerking
395	n	0	sg	1	395	395	den zin voor waarheid
397	n	0	sg	2	397	397,398	het volk
402	n	0	sg	3	402	402,2117,2170	de publieke zedelijkheid
404	fm	1	sg	1	404	404	koopman
405	n	0	sg	1	405	405	een bespottelijke krankzinnigheid
409	n	0	sg	6	409	928,681,1412,2245,409,795	't kantoor van mijn schoonvader
410	m	1	sg	10	410	480,483,485,486,410,885,599,600,474,477	mijn schoonvader
413	n	0	pl	4	413	1410,413,926,943	ons dertienen
417	n	0	sg	1	417	417	zijn stijven komediestap
419	n	0	sg	1	419	419	't verdrukte vaderland
420	n	0	sg	2	420	420,1205	de dubbele achterdeur
423	n	0	pl	1	423	423	verzen
424	m	1	sg	5	424	642,661,424,425,1739	de ander
426	n	0	sg	3	426	1681,426,439	't rijm
427	m	1	sg	3	427	441,427,430	de veldheer tot de prinses
428	f	1	sg	8	428	432,434,436,437,442,443,428,431	de prinses
429	n	0	pl	1	429	429	de poorten
433	n	0	sg	1	433	433	zwaard
435	n	0	sg	1	435	435	de poort
440	n	0	sg	1	440	440	een pure leugen
444	n	0	sg	1	444	444	't poortsluiten
445	fm	1	sg	11	445	1313,1314,1287,1288,1292,1294,1298,1300,1308,445,1310	't mensch
447	n	0	sg	1	447	447	die beloonde deugd
454	n	0	sg	1	454	454	Beloonde deugd
456	n	0	sg	1	456	456	een handelsartikel
458	n	0	sg	3	458	458,508,1519	de verdienste
460	n	0	pl	1	460	460	die infame leugens altijd voorgewend
461	m	1	sg	4	461	491,492,461,495	Lukas
462	m	1	sg	4	462	464,473,462,471	onze pakhuisknecht
468	n	1	pl	2	468	468,484	Last & Meijer
469	fm	1	sg	2	469	469,598	de Meijers
472	n	0	sg	1	472	472	de kerk
476	n	0	sg	2	476	536,476	Driebergen
479	n	0	sg	1	479	479	de kas
481	n	0	sg	1	481	481	de Bank
489	n	0	sg	4	489	489,505,501,509	jong volk
493	m	1	sg	2	493	493,494	een prins
496	-	-	pl	1	496	496	diamanten
497	f	1	sg	1	497	497	een fee
498	m	1	sg	6	498	498,499,500,503,510,511	die
512	n	0	sg	1	512	512	Gods bedoeling
513	-	-	pl	2	513	513,515	de braven
518	n	0	sg	2	518	521,518	belooning
519	n	0	pl	2	519	522,519	mijn zaken
527	fm	1	sg	1	527	527	dokter
528	fm	1	sg	1	528	528	apteker
530	n	0	sg	1	530	530	een sommetje
531	-	-	sg	1	531	531	ter-zij
533	n	0	sg	3	533	643,533,2237	mijn plaats
540	n	0	pl	1	540	540	de omstandigheden
542	n	0	pl	6	542	577,1250,2166,988,1165,542	de zaken pas
543	n	0	sg	1	543	543	mijn deugd
547	n	0	sg	1	547	547	mijn liefde voor de waarheid
550	n	0	sg	1	550	550	mijn gehechtheid aan het geloof
553	n	0	sg	1	553	553	mijn hoofdneiging
558	n	0	sg	1	558	558	de verontschuldiging
559	n	0	sg	1	559	559	't schrijven van dit boek
560	n	0	sg	7	560	560,1722,1787,956,1261,1262,1711	dit boek
561	n	0	sg	3	561	561,562,565	Een tweede neiging
564	-	-	sg	1	564	564	waarheidsliefde
572	n	0	sg	1	572	572	mijn onkreukbare liefde voor de waarheid
575	n	0	sg	2	575	582,575	mijn ijver voor de zaken
579	n	0	pl	1	579	579	deze bladen
584	n	0	sg	1	584	584	afscheid van u
590	n	0	sg	1	590	590	een tweede hoofdstuk
591	-	-	sg	1	591	591	weerziens
592	fm	1	sg	1	592	592	Eilieve
594	n	0	sg	1	594	594	een kleine moeite
595	n	0	sg	3	595	595,862,1375	een adreskaartje
607	n	0	sg	1	607	607	TWEEDE HOOFDSTUK
609	fm	1	sg	5	609	1424,609,613,614,1274	de voorjaarsveiling
621	n	0	both	1	621	621	Ludwig Stern aftenemen
630	n	0	sg	2	630	630,631	Hamburg
635	n	0	sg	1	635	635	de knoeierij van Busselinck & Waterman
638	n	0	sg	1	638	638	een kwart procent van de courtage
639	n	0	sg	1	639	639	de courtage
641	-	-	sg	1	641	641	dien slag
648	n	0	sg	1	648	648	konsideratie om de langdurige diensten van Last & Co
649	-	-	pl	1	649	649	de langdurige diensten van Last & Co
653	n	0	sg	1	653	653	vier ton
655	-	-	sg	1	655	655	Die konnexie
656	n	0	sg	1	656	656	't kontinentaal stelsel
658	-	-	sg	1	658	658	dekoloniale
659	n	0	pl	1	659	659	waren
660	n	0	both	1	660	660	Helgoland
662	-	-	sg	1	662	662	onderkruipen
665	n	0	both	1	665	665	Polen
667	n	0	sg	1	667	667	pen
669	n	0	sg	3	669	676,669,670	de groote uitbreiding
671	n	0	pl	1	671	671	onze zaken
673	n	0	pl	3	673	673,2091,705	de vele geëerde orders uit Noord-Duitschland
674	n	0	sg	1	674	674	Noord-Duitschland
677	fm	1	sg	1	677	677	ons personeel
680	-	1	sg	3	680	680,683,684	de boekhouder
682	n	0	sg	1	682	682	zijn bril
685	n	0	sg	1	685	685	de behoefte
686	n	0	sg	1	686	686	gevoelen
687	fm	1	pl	1	687	687	fatsoenlijke , welopgevoede jongelieden
688	n	0	sg	3	688	688,2288,756	de korrespondentie in het duitsch
689	n	0	sg	1	689	689	het duitsch
690	n	0	sg	6	690	690,1236,694,1003,1021,991	Amsterdam
691	n	0	pl	1	691	691	de vereischte bekwaamheden
696	n	0	sg	1	696	696	ligtzinnigheid
697	n	0	sg	1	697	697	onzedelijkheid
698	fm	1	pl	1	698	698	het getal fortuinzoekers
699	n	0	sg	1	699	699	de noodzakelijkheid
700	n	0	sg	2	700	700,703	soliditeit van gedrag , hand-aan-hand
701	n	0	sg	1	701	701	gedrag
702	-	-	sg	1	702	702	hand-aan-hand
704	n	0	sg	1	704	704	de uitvoering
706	n	0	sg	1	706	706	waarachtig , alles
714	n	0	-	1	714	714	N °
717	-	-	sg	1	717	717	sujetten
721	m	1	sg	3	721	721,722,839	de jonge Duitscher
726	f	1	sg	10	726	2082,1704,779,2093,782,2160,1716,726,728,1208	Onze Marie
729	n	0	sg	2	729	729,1001	September
731	n	0	sg	1	731	731	de eer
732	-	-	sg	2	732	732,733	den heer Saffeler
735	fm	1	sg	1	735	735	de geachte chef der firma
738	m	1	sg	1	738	738	een zoon
742	-	-	sg	1	742	742	volmaking zijner kommercieele kennis
743	-	-	sg	3	743	1085,2222,743	zijner kommercieele kennis
747	n	0	sg	2	747	2281,747	de geschiedenis der dochter van Busselinck & Waterman
754	n	0	sg	1	754	754	het oog dáárop
759	n	0	sg	1	759	759	kiesheid
761	n	0	sg	1	761	761	honorarium
762	n	0	sg	1	762	762	salaris
765	n	0	sg	1	765	765	het verblijf ten onzen huize
766	n	0	sg	1	766	766	onzen huize
774	n	0	sg	1	774	774	zijn linnengoed in huis
781	m	1	sg	9	781	938,940,781,783,785,946,2069,2070,2072	de Heer
784	n	0	sg	1	784	784	zijn zak
786	n	0	pl	1	786	786	de Sterns
788	n	0	sg	8	788	1457,1394,1459,788,1467,1465,2251,1390	mijn brief
793	n	0	sg	1	793	793	de jonge bij ons
797	n	0	sg	1	797	797	het antwoord
798	n	0	sg	4	798	1272,2408,798,1806	mijn boek
801	n	0	sg	1	801	801	de Kalverstraat
802	n	0	sg	2	802	802,805	den winkel
803	fm	1	sg	2	803	803,804	een kruienier
806	n	0	sg	1	806	806	een partijtje Java
807	n	0	sg	1	807	807	mooi-geel
808	fm	1	sg	1	808	808	Cheribonaard
809	n	0	sg	3	809	809,810,825	veegsel
816	n	0	sg	1	816	816	een boekwinkel
820	n	0	pl	1	820	820	onze blikken
822	fm	1	pl	1	822	822	elkander
828	n	0	pl	1	828	828	de kleeren
832	n	0	sg	1	832	832	de gedachte
837	fm	1	sg	1	837	837	een solieden makelaar
843	n	0	sg	2	843	843,846	in houding en kleeding iets
844	-	-	sg	1	844	844	houding
845	n	0	sg	1	845	845	kleeding
847	fm	1	sg	1	847	847	den vreemdeling
848	n	0	sg	2	848	848,856	In-plaats van een behoorlijken winterjas
849	n	0	sg	1	849	849	een behoorlijken winterjas
851	n	0	sg	2	851	2296,851	een soort van sjaal over den schouder
852	n	0	sg	4	852	1770,852,1382,1063	sjaal over den schouder
853	n	0	sg	1	853	853	den schouder
855	n	0	both	1	855	855	shawl
860	m	1	sg	3	860	867,860,861	een klant
868	n	0	sg	1	868	868	de gasvlam
869	fm	1	sg	38	869	897,898,903,905,907,909,912,913,914,915,916,917,919,922,923,1342,1343,1349,869,870,871,872,873,876,879,880,881,882,1395,883,884,1398,1397,891,892,893,894,895	ik
874	n	0	sg	2	874	1177,874	het genoegen
875	n	0	sg	3	875	875,877,878	een ouden schoolkameraad
890	m	1	sg	3	890	896,890,899	Lauriergr
900	m	1	sg	4	900	910,900,902,911	zonderling
901	n	0	sg	1	901	901	zijn gelaat
904	n	0	sg	2	904	904,908	de uitwerking
906	n	0	pl	1	906	906	vreemde parfumerien
918	-	-	both	1	918	918	die
920	m	1	sg	19	920	1216,1220,969,1038,1168,1169,1040,1042,1041,1235,1238,920,921,1114,1183,993,931,933,2282	den Griek
934	n	0	pl	2	934	934,1407	goede omstandigheden
936	fm	1	pl	1	936	936	arme menschen
937	n	0	sg	2	937	937,950	eigen schuld
939	-	-	sg	1	939	939	die
942	fm	1	pl	2	942	944,942	we
947	n	0	pl	1	947	947	dat vragen
948	n	0	pl	1	948	948	antwoorden
953	n	0	sg	1	953	953	den anderen kant
957	m	1	sg	7	957	992,995,964,996,999,2424,957	een gevolg van die ontmoeting
958	n	0	sg	1	958	958	die ontmoeting
960	n	0	sg	2	960	960,965	het goede
966	-	-	sg	1	966	966	die
968	n	0	pl	1	968	968	de handen van den Griek
971	fm	1	pl	1	971	971	zeeroovers
973	n	0	sg	2	973	1237,973	twist
974	n	0	sg	1	974	974	den Levant
983	n	0	sg	1	983	983	het Mauritshuis
1002	n	0	sg	2	1002	1002,1020	kermis te Amsterdam
1004	fm	1	pl	2	1004	1018,1004	mijn oude luî van voornemen
1006	n	0	sg	1	1006	1006	voornemen
1007	fm	1	sg	2	1007	1013,1007	een predikant
1010	n	0	sg	2	1010	1010,1014	latijn
1015	m	1	sg	5	1015	1840,1985,1974,1015,1902	God
1017	n	0	sg	2	1017	1017,1379	de latijnsche school
1019	n	0	sg	1	1019	1019	gijmnasium
1023	n	0	both	5	1023	1617,1058,1387,1243,1023	de Westermarkt
1024	n	0	pl	1	1024	1024	kramen
1027	n	0	sg	1	1027	1027	mijn leeftijd
1031	-	-	sg	2	1031	1032,1031	één was
1034	n	0	pl	2	1034	1034,1043	de lange vlechten van een meisje
1037	n	0	sg	6	1037	1067,1083,1039,1037,1086,1775	een Griekin
1044	n	0	sg	1	1044	1044	allerlei reukgoed
1047	n	0	sg	2	1047	1049,1047	den moed
1051	f	1	pl	5	1051	1619,1622,1051,2124,1054	meisjes van achttien jaren
1052	m	1	sg	1	1052	1052	een jongen
1057	m	1	sg	2	1057	1057,1060	quarta
1061	m	1	sg	9	1061	1061,1064,1065,1068,1069,1134,1072,1075,1076	die
1066	n	0	pl	2	1066	1066,2263	de anderen
1070	n	0	sg	2	1070	1073,1070	onze klasse
1080	n	0	pl	1	1080	1080	ons tienen
1082	n	0	sg	7	1082	1088,1157,1206,1127,1113,1082,1167	de kraam
1089	n	0	sg	1	1089	1089	de goede raad
1090	-	-	pl	1	1090	1090	de stoute schoenen
1092	n	0	sg	3	1092	1834,1092,1951	het lot
1096	n	0	pl	1	1096	1096	gevaren
1100	-	-	sg	1	1100	1100	die
1101	n	0	sg	2	1101	1108,1101	het gevaar
1106	n	0	pl	1	1106	1106	mijn denkbeelden over gevaar en zulke dingen
1111	n	0	sg	1	1111	1111	dezelfde meening
1115	-	-	pl	2	1115	1115,1116	de twaalf stuivers
1119	n	0	sg	1	1119	1119	valsche schaamte
1123	fm	1	pl	4	1123	1123,1188,1197,1252	mijn makkers
1136	f	1	sg	2	1136	1136,1137	Plaît-il
1140	fm	1	sg	1	1140	1140	Meenin aeide thea
1141	n	0	sg	2	1141	1141,1142	Egijpte
1143	n	0	sg	1	1143	1143	den Nijl
1144	fm	1	sg	20	1144	1152,1158,1161,1163,1164,1166,1171,1172,1175,1178,1179,1181,1184,1186,1187,1189,1200,1144,1145,1150	Ik
1146	n	0	sg	1	1146	1146	de kennismaking
1147	n	0	sg	4	1147	2411,2123,1147,1686	een mijner makkers uit kinderachtige baldadigheid
1148	fm	1	pl	1	1148	1148	mijner makkers uit kinderachtige baldadigheid
1149	n	0	sg	1	1149	1149	kinderachtige baldadigheid
1151	n	0	sg	1	1151	1151	den rug
1153	n	0	sg	2	1153	1153,1154	de uitstalkast
1155	-	-	sg	1	1155	1155	halvemanshoogte
1156	-	-	sg	1	1156	1156	de voorzij van de kraam
1159	n	0	sg	1	1159	1159	een greep
1160	n	0	sg	1	1160	1160	mijn nek
1162	n	0	sg	1	1162	1162	een tweeden greep
1170	m	1	sg	2	1170	1170,1173	verstaanbaar fransch
1174	-	-	sg	1	1174	1174	de policie
1180	n	0	sg	1	1180	1180	genade
1182	n	0	sg	2	1182	1928,1182	angst
1185	n	0	sg	1	1185	1185	den arm
1190	fm	1	pl	1	1190	1190	we
1191	fm	1	sg	3	1191	1192,1194,1191	Scaevola
1195	n	0	sg	2	1195	1195,1455	't vuur
1196	n	0	pl	2	1196	1196,1198	hun latijnsche opstellen
1203	m	1	sg	18	1203	1215,2211,2212,1221,1702,1210,1582,1584,2236,1203,1587,1207,1209,2234,1372,1213,2238,2111	mijn Sjaalman
1212	n	0	pl	2	1212	1212,1214	zijn oogen
1217	n	0	sg	1	1217	1217	een vuistslag
1223	n	0	sg	3	1223	2248,2247,1223	een vast principe
1230	n	0	sg	2	1230	1232,1230	de reden
1231	n	0	pl	1	1231	1231	zijn trekken
1234	n	0	sg	1	1234	1234	reukwerk
1239	n	0	pl	1	1239	1239	latere kermissen
1241	n	0	sg	1	1241	1241	zijn kraam
1247	n	0	pl	1	1247	1247	wijsgeerige opmerkingen
1256	n	0	pl	1	1256	1256	korter vlechten
1259	-	-	sg	1	1259	1259	die winkelkast
1278	n	0	sg	1	1278	1278	het weerzien van dien persoon
1296	n	0	sg	1	1296	1296	gesprek
1299	n	0	sg	1	1299	1299	zijn jasje
1301	n	0	sg	1	1301	1301	de kin
1302	n	0	sg	1	1302	1302	dat
1303	n	0	sg	1	1303	1303	een zeer slecht merk
1305	n	0	sg	1	1305	1305	den toon van ons onderhoud
1306	n	0	sg	1	1306	1306	ons onderhoud
1311	n	0	sg	2	1311	1312,1311	Indie
1317	-	-	sg	7	1317	1361,1330,1779,1331,1317,1337,1323	de Kapelsteeg
1319	n	0	sg	1	1319	1319	die steeg
1326	n	0	sg	2	1326	1326,1327	dat straatje
1332	fm	1	sg	4	1332	1336,1332,1334,1335	me
1333	fm	1	sg	1	1333	1333	u
