id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
63	262	264	noun	264	-	-	O	n	0	pl	63	andere valsche opgaven
64	267	267	pronoun	267	-	1	O	m	1	sg	1	Ik
65	274	274	noun	274	-	-	O	fm	1	pl	8	menschen
66	275	275	pronoun	275	-	-	O	fm	1	pl	8	die
67	276	276	pronoun	276	-	3	O	fm	1	pl	8	zich
68	286	286	pronoun	286	-	1	O	m	1	sg	1	Ik
69	298	299	noun	299	-	-	O	n	0	sg	69	de beurs
70	310	310	pronoun	310	-	3	O	m	1	sg	3	men
71	313	313	pronoun	313	-	-	O	-	-	sg	71	die
72	314	314	noun	314	-	-	O	n	0	sg	72	ondervinding
73	317	317	pronoun	317	-	1	O	m	1	sg	1	Ik
74	329	329	pronoun	329	-	1	O	m	1	sg	1	ik
75	330	331	noun	331	-	-	O	n	0	pl	75	de oorzaken
76	336	336	pronoun	336	-	1	O	m	1	sg	1	me
77	340	340	pronoun	340	-	3	O	n	0	pl	75	die
78	345	347	noun	347	-	-	O	n	0	both	8	de verkeerde richting
79	348	348	pronoun	348	-	-	O	n	0	sg	8	die
80	350	351	noun	351	-	-	O	-	-	pl	80	de meesten
81	355	355	pronoun	355	-	3	O	n	0	pl	75	hun
82	358	358	pronoun	358	-	1	O	m	1	sg	1	Ik
83	361	361	noun	361	-	-	O	-	-	sg	83	waarheid
84	363	364	noun	364	-	-	O	n	0	sg	84	gezond verstand
85	369	369	pronoun	369	-	1	O	m	1	sg	1	ik
86	373	374	noun	374	-	-	O	n	0	sg	86	de Schrift
87	376	376	pronoun	376	-	1	O	m	1	sg	1	ik
88	378	379	noun	379	-	-	O	n	0	sg	88	een uitzondering
89	381	382	noun	382	-	-	O	n	0	sg	89	De fout
90	386	387	name	387	PER	-	O	m	1	sg	90	Van Alphen
91	394	398	noun	396	-	-	O	mn	-	sg	8	den eersten regel over die
92	398	398	noun	398	-	-	O	n	0	sg	8	die
93	407	409	noun	409	-	-	O	m	1	sg	93	dien ouden heer
94	412	412	pronoun	412	-	3	O	m	1	sg	93	zich
95	415	420	noun	416	-	-	O	fm	1	sg	95	een aanbidder van mijn zusje Truitje
96	418	420	name	420	LOC	-	O	n	0	both	96	mijn zusje Truitje
97	418	418	pronoun	418	-	1	O	m	1	sg	1	mijn
98	421	421	pronoun	421	-	-	O	fm	1	sg	95	die
99	422	423	noun	423	-	-	O	n	0	pl	99	zeere oogen
100	428	430	noun	429	-	-	O	m	1	sg	100	mijn broêr Gerrit
101	428	428	pronoun	428	-	1	O	m	1	sg	1	mijn
102	430	430	name	430	PER	-	O	m	1	sg	102	Gerrit
103	431	431	pronoun	431	-	-	O	m	1	sg	100	die
104	434	435	noun	435	-	-	O	n	0	sg	104	zijn neus
105	434	434	pronoun	434	-	3	O	m	1	sg	93	zijn
106	441	441	pronoun	441	-	3	O	m	1	sg	93	hij
107	446	446	pronoun	446	-	3	I	m	1	sg	100	hij
108	447	448	noun	448	-	-	I	n	0	pl	108	die versjes
109	452	453	noun	452	-	-	I	n	0	sg	109	liefde gedrongen
110	456	456	pronoun	456	-	1	O	m	1	sg	1	Ik
111	460	460	noun	460	-	-	O	fm	1	sg	111	kind
112	465	465	pronoun	465	-	1	I	m	1	sg	93	ik
113	467	467	pronoun	467	-	2	I	m	1	sg	113	u
114	474	474	pronoun	474	-	2	I	fm	1	sg	113	ge
115	475	475	pronoun	475	-	1	I	fm	1	sg	93	mij
116	476	477	noun	477	-	-	I	-	-	pl	116	de marmerknikkers
117	480	480	pronoun	480	-	-	I	-	-	pl	116	die
118	481	481	pronoun	481	-	1	I	fm	1	sg	93	ik
119	482	482	pronoun	482	-	2	I	fm	1	sg	113	u
120	487	488	noun	488	-	-	I	n	0	sg	120	mijn naam
121	487	487	pronoun	487	-	1	I	fm	1	sg	93	mijn
122	491	491	noun	491	-	-	I	n	0	sg	122	banket
123	493	493	pronoun	493	-	1	I	fm	1	sg	93	ik
124	495	495	name	495	ORG	-	I	n	0	sg	124	Batavus
125	499	499	pronoun	499	-	1	I	fm	1	sg	93	ik
126	500	500	pronoun	500	-	2	I	fm	1	sg	113	u
127	502	503	noun	503	-	-	I	fm	1	sg	127	een leugenaar
128	506	506	pronoun	506	-	1	I	fm	1	sg	93	ik
129	508	509	name	509	PER	-	I	m	1	sg	90	Van Alphen
130	513	513	pronoun	513	-	3	I	m	1	sg	90	Hij
131	519	519	pronoun	519	-	1	I	fm	1	sg	93	ik
132	522	522	pronoun	522	-	3	I	m	1	sg	90	hij
133	523	523	pronoun	523	-	1	I	fm	1	pl	133	ons
134	526	527	noun	527	-	-	I	m	1	sg	134	mijn vader
135	526	526	pronoun	526	-	1	I	fm	1	sg	93	mijn
136	528	530	noun	530	-	-	I	mn	-	sg	134	mijn beste vrind
137	528	528	pronoun	528	-	1	I	fm	1	sg	93	mijn
138	533	533	pronoun	533	-	1	I	fm	1	sg	93	ik
139	537	538	name	538	PER	-	I	fm	1	sg	139	Pauweltje Winser
140	540	540	pronoun	540	-	-	I	fm	1	sg	139	die
141	542	542	pronoun	542	-	1	I	fm	1	pl	133	ons
142	545	546	noun	546	-	-	I	-	-	sg	142	de Batavierstraat
143	550	552	noun	552	-	-	I	n	0	sg	143	mijn kleine hond
144	550	550	pronoun	550	-	1	I	fm	1	sg	93	mijn
145	557	557	pronoun	557	-	1	I	fm	1	pl	133	We
146	563	563	pronoun	563	-	3	I	-	-	pl	116	ze
147	574	575	noun	575	-	-	I	n	0	sg	147	de opvoeding
148	578	580	noun	580	-	-	I	f	1	sg	148	Het nieuwe zusjen
149	583	584	noun	584	-	-	I	-	-	sg	149	de groenvrouw
150	587	589	noun	589	-	-	I	n	0	sg	150	een groote kool
151	592	592	name	592	-	-	I	m	1	pl	151	Hollanders
152	598	599	name	599	-	-	I	m	1	pl	152	De Romeinen
153	603	604	name	604	-	-	I	n	0	pl	153	de Batavieren
154	605	605	pronoun	605	-	3	I	m	1	pl	152	hen
155	609	612	name	610	PER	-	I	m	1	sg	155	De Beij van Tunis
156	612	612	name	612	LOC	-	I	n	0	sg	156	Tunis
157	614	615	noun	615	-	-	I	n	0	sg	157	een kolijk
158	617	617	pronoun	617	-	3	I	m	1	sg	155	hij
159	622	624	noun	624	-	-	I	n	0	sg	159	de nederlandsche vlag
160	626	629	noun	627	-	-	I	mn	-	sg	160	De hertog van Alva
161	629	629	name	629	PER	-	I	m	1	sg	161	Alva
162	631	632	noun	632	-	-	I	mn	-	sg	160	een ondier
163	634	635	noun	635	-	-	I	n	0	sg	163	De eb
164	640	640	pronoun	640	-	1	I	fm	1	sg	93	ik
165	650	650	name	650	LOC	-	I	n	0	sg	165	Nederland
166	656	656	name	656	LOC	-	I	n	0	sg	165	Nederland
167	658	658	name	658	LOC	-	I	n	0	sg	165	Nederland
168	662	664	noun	664	-	-	I	fm	1	pl	168	onze oude luî
169	662	662	pronoun	662	-	1	I	fm	1	pl	133	onze
170	667	668	noun	668	-	-	I	n	0	pl	170	hun zaken
171	667	667	pronoun	667	-	3	I	fm	1	pl	168	hun
172	673	673	pronoun	673	-	3	I	fm	1	pl	168	ze
173	674	676	noun	676	-	-	I	n	0	sg	173	het ware geloof
174	681	682	noun	682	-	-	I	n	0	sg	174	de zaak
175	689	690	noun	690	-	-	O	n	0	pl	175	andere leugens
176	692	693	noun	693	-	-	O	f	1	sg	176	Een meisjen
177	695	696	noun	696	-	-	O	f	1	sg	176	een engel
178	699	699	pronoun	699	-	3	O	n	0	sg	174	dit
179	706	706	noun	706	-	-	O	f	1	pl	179	zusters
180	709	709	noun	709	-	-	O	n	0	sg	109	Liefde
181	711	712	noun	712	-	-	O	n	0	sg	109	een zaligheid
182	714	714	pronoun	714	-	3	O	f	1	sg	176	Men
183	717	718	noun	718	-	-	O	n	0	sg	183	het een
184	720	721	noun	721	-	-	O	n	0	sg	184	ander voorwerp
185	725	726	noun	726	-	-	O	n	0	sg	185	der aarde
186	728	729	noun	729	-	-	O	n	0	sg	185	De aarde
187	735	736	noun	736	-	-	O	n	0	sg	109	die liefde
188	745	745	pronoun	745	-	1	O	m	1	sg	1	ik
189	750	751	noun	751	-	-	O	f	1	sg	189	mijn vrouw
190	750	750	pronoun	750	-	1	O	m	1	sg	1	mijn
191	753	753	pronoun	753	-	3	O	f	1	sg	189	zij
192	755	760	noun	756	-	-	O	f	1	sg	189	een dochter van Last & Co
193	758	760	name	760	PER	-	O	m	1	sg	193	Last & Co
194	762	764	noun	762	-	-	O	fm	1	pl	56	makelaars in koffie
195	764	764	noun	764	-	-	O	m	1	sg	3	koffie
196	770	771	noun	771	-	-	O	n	0	sg	196	ons huwelijk
197	770	770	pronoun	770	-	1	O	m	1	pl	197	ons
198	774	774	pronoun	774	-	1	O	m	1	sg	1	Ik
199	776	778	noun	776	-	-	O	f	1	sg	1	lid van Artis
200	778	778	name	778	ORG	-	O	m	1	sg	200	Artis
201	780	780	pronoun	780	-	3	O	f	1	sg	1	zij
202	782	786	noun	783	-	-	O	n	0	sg	202	een sjaallong van twee-en-negentig gulden
203	785	786	noun	786	-	-	O	n	0	sg	203	twee-en-negentig gulden
204	790	793	noun	793	-	-	O	n	0	sg	109	zulk een malle liefde
205	794	794	pronoun	794	-	-	O	n	0	sg	109	die
206	799	800	noun	800	-	-	O	n	0	sg	185	der aarde
207	807	807	pronoun	807	-	1	O	fm	1	pl	197	ons
208	809	809	noun	809	-	-	O	n	0	sg	208	spraak
209	813	813	pronoun	813	-	1	O	fm	1	pl	197	we
210	818	818	pronoun	818	-	1	O	fm	1	pl	197	wij
211	819	823	noun	820	-	-	O	n	0	sg	211	een toertje naar Den Haag
212	822	823	name	823	LOC	-	O	n	0	pl	212	Den Haag
213	826	826	pronoun	826	-	3	O	f	1	sg	1	ze
214	829	829	noun	829	-	-	O	n	0	sg	214	flanel
215	833	833	pronoun	833	-	1	O	m	1	sg	1	ik
216	835	835	noun	835	-	-	O	n	0	pl	216	borstrokken
217	841	841	pronoun	841	-	1	O	fm	1	pl	197	ons
218	842	843	noun	843	-	-	O	n	0	sg	109	de liefde
219	845	846	noun	846	-	-	O	n	0	sg	219	de wereld
220	852	852	noun	852	-	-	O	n	0	sg	220	gekheid
221	854	854	noun	854	-	-	O	n	0	pl	221	leugens
222	858	859	noun	859	-	-	O	n	0	sg	196	mijn huwelijk
223	858	858	pronoun	858	-	1	O	m	1	sg	1	mijn
224	867	868	noun	868	-	-	O	-	-	pl	8	de menschen
225	869	869	pronoun	869	-	-	O	fm	1	pl	8	die
226	870	870	pronoun	870	-	3	O	fm	1	sg	1	zich
227	872	872	noun	872	-	-	O	n	0	sg	109	liefde
228	873	874	noun	874	-	-	O	n	0	sg	228	de tering
229	876	877	noun	877	-	-	O	n	0	sg	229	den hals
230	881	885	noun	882	-	-	O	n	0	pl	230	de haren uit het hoofd
231	884	885	noun	885	-	-	O	n	0	sg	231	het hoofd
232	889	889	pronoun	889	-	2	O	fm	1	sg	1	ge
233	891	892	noun	892	-	-	O	n	0	sg	233	mijn huishouden
234	891	891	pronoun	891	-	1	O	m	1	sg	1	mijn
235	900	901	noun	901	-	-	O	n	0	sg	235	het wezen
236	904	904	pronoun	904	-	1	O	m	1	sg	1	ik
237	908	911	noun	909	-	-	O	f	1	sg	176	mijn meisjen in verzen
238	908	908	pronoun	908	-	1	O	m	1	sg	1	mijn
239	911	911	noun	911	-	-	O	n	0	pl	239	verzen
240	915	915	pronoun	915	-	1	O	m	1	sg	1	ik
241	916	916	pronoun	916	-	3	O	f	1	sg	176	haar
242	922	922	pronoun	922	-	1	O	m	1	sg	1	Ik
243	924	924	pronoun	924	-	3	O	n	0	sg	235	dit
244	935	935	noun	935	-	-	O	n	0	sg	244	verzenmaken
245	937	938	noun	938	-	-	O	n	0	sg	244	een ambacht
246	944	944	noun	944	-	-	O	-	-	pl	246	ivoordraaien
247	949	952	noun	950	-	-	O	-	-	pl	247	de ulevellen met deviezen
248	952	952	noun	952	-	-	O	n	0	pl	248	deviezen
249	958	958	name	958	PER	-	O	m	1	sg	113	Frits
250	964	964	pronoun	964	-	1	O	m	1	sg	1	ik
251	975	980	noun	976	-	-	O	n	0	sg	251	den prijs van een stel billardballen
252	978	980	noun	979	-	-	O	n	0	sg	252	een stel billardballen
253	982	982	pronoun	982	-	1	O	m	1	sg	1	Ik
254	986	986	noun	986	-	-	O	n	0	pl	239	verzen
255	990	990	pronoun	990	-	3	O	m	1	sg	113	men
256	991	994	noun	992	-	-	O	n	0	pl	256	de woorden in gelid
257	994	994	noun	994	-	-	O	n	0	sg	257	gelid
258	1009	1010	noun	1010	-	-	I	n	0	sg	258	De lucht
259	1021	1021	pronoun	1021	-	3	O	n	0	sg	258	Dit
260	1023	1023	pronoun	1023	-	1	O	m	1	sg	1	ik
261	1044	1044	pronoun	1044	-	1	O	m	1	sg	1	ik
262	1046	1046	pronoun	1046	-	-	O	-	-	sg	262	die
263	1047	1048	noun	1048	-	-	O	n	0	pl	263	mijn woorden
264	1047	1047	pronoun	1047	-	1	O	m	1	sg	1	mijn
265	1051	1052	noun	1052	-	-	O	n	0	sg	257	't gelid
266	1058	1059	noun	1059	-	-	I	n	0	sg	258	de lucht
267	1071	1072	noun	1072	-	-	O	-	-	sg	267	De verzenmaker
268	1075	1080	noun	1076	-	-	O	m	1	sg	268	de guurheid van den eersten regel
269	1078	1080	noun	1080	-	-	O	n	0	sg	8	den eersten regel
270	1090	1090	pronoun	1090	-	3	O	m	1	sg	268	hem
271	1101	1102	noun	1102	-	-	O	n	0	sg	258	de lucht
272	1114	1115	noun	1115	-	-	O	m	1	sg	272	de maat
273	1119	1119	pronoun	1119	-	3	O	m	1	sg	272	hij
274	1126	1127	noun	1127	-	-	O	n	0	sg	274	het weêr
275	1135	1137	noun	1135	-	-	O	-	-	sg	275	Eén van beiden
276	1144	1146	noun	1146	-	-	O	n	0	pl	239	alleen die verzen
277	1151	1151	noun	1151	-	-	O	-	-	sg	277	onwaarheid
278	1156	1157	noun	1157	-	-	O	n	0	sg	278	den schouwburg
279	1165	1165	noun	1165	-	-	O	n	0	pl	279	leugens
280	1172	1176	noun	1173	-	-	O	m	1	sg	280	De held van 't stuk
281	1175	1176	noun	1176	-	-	O	n	0	sg	281	't stuk
282	1179	1180	noun	1180	-	-	O	n	0	sg	282	het water
283	1184	1184	pronoun	1184	-	-	O	m	1	sg	283	die
284	1195	1195	pronoun	1195	-	3	O	m	1	sg	280	hij
285	1196	1196	pronoun	1196	-	3	O	m	1	sg	283	hem
286	1197	1199	noun	1199	-	-	O	n	0	sg	286	zijn halve vermogen
287	1197	1197	pronoun	1197	-	3	O	m	1	sg	280	zijn
288	1210	1211	name	1211	LOC	-	O	n	0	sg	288	de Prinsengracht
289	1212	1213	noun	1213	-	-	O	n	0	sg	289	mijn hoed
290	1212	1212	pronoun	1212	-	1	O	m	1	sg	1	mijn
291	1217	1217	name	1217	PER	-	O	m	1	sg	113	Frits
292	1223	1223	pronoun	1223	-	1	O	m	1	sg	1	ik
293	1224	1225	noun	1225	-	-	O	m	1	sg	1	den man
294	1226	1226	pronoun	1226	-	-	O	-	-	both	294	die
295	1227	1227	pronoun	1227	-	3	O	m	1	sg	113	hem
296	1228	1228	pronoun	1228	-	1	O	m	1	sg	1	mij
297	1231	1232	noun	1232	-	-	O	n	0	sg	297	een dubbeltje
298	1236	1236	pronoun	1236	-	3	O	m	1	sg	113	hij
299	1240	1240	pronoun	1240	-	1	O	m	1	sg	1	Ik
300	1244	1244	pronoun	1244	-	1	O	m	1	sg	1	ik
301	1251	1251	pronoun	1251	-	3	O	m	1	sg	113	hij
302	1252	1252	pronoun	1252	-	1	O	m	1	sg	1	mijzelf
303	1259	1262	noun	1262	-	-	O	n	0	sg	303	zeker mijn halve vermogen
304	1260	1260	pronoun	1260	-	1	O	m	1	sg	1	mijn
305	1270	1270	pronoun	1270	-	3	O	m	1	sg	113	men
306	1272	1272	pronoun	1272	-	3	O	n	0	sg	303	die
307	1277	1278	noun	1278	-	-	O	n	0	sg	282	't water
308	1292	1296	noun	1293	-	-	O	-	-	pl	308	zulke vertooningen op het tooneel
309	1295	1296	noun	1296	-	-	O	n	0	sg	309	het tooneel
310	1298	1299	noun	1299	-	-	O	fm	1	sg	310	het publiek
311	1301	1301	pronoun	1301	-	3	O	fm	1	sg	310	zich
312	1306	1306	noun	1306	-	-	O	-	-	pl	49	onwaarheden
313	1310	1310	pronoun	1310	-	3	O	-	-	pl	49	ze
314	1316	1316	pronoun	1316	-	1	O	m	1	sg	1	Ik
315	1319	1319	noun	1319	-	-	O	n	0	sg	315	lust
316	1320	1322	noun	1322	-	-	O	n	0	sg	316	zoo'n heel parterre
317	1324	1325	noun	1325	-	-	O	n	0	sg	282	't water
318	1339	1339	pronoun	1339	-	1	O	m	1	sg	1	Ik
319	1341	1341	pronoun	1341	-	3	O	n	0	sg	316	die
320	1343	1343	noun	1343	-	-	O	-	-	sg	83	waarheid
321	1349	1349	pronoun	1349	-	1	O	m	1	sg	1	ik
322	1354	1355	noun	1355	-	-	O	fm	1	sg	322	mijn persoon
323	1354	1354	pronoun	1354	-	1	O	m	1	sg	1	mijn
324	1358	1359	noun	1359	-	-	O	n	0	sg	324	hoog bergloon
325	1371	1371	pronoun	1371	-	1	O	m	1	sg	1	me
326	1376	1376	name	1376	PER	-	O	fm	1	both	326	Zondags
327	1378	1378	pronoun	1378	-	1	O	m	1	sg	1	ik
328	1384	1384	pronoun	1384	-	1	O	m	1	sg	1	ik
329	1386	1388	noun	1388	-	-	O	n	0	sg	329	mijn kantilje ketting
330	1386	1386	pronoun	1386	-	1	O	m	1	sg	1	mijn
331	1392	1394	noun	1394	-	-	O	n	0	sg	331	een anderen rok
332	1398	1399	noun	1399	-	-	O	n	0	sg	309	dat tooneel
333	1406	1407	noun	1407	-	-	O	n	-	pl	7	de romans
334	1421	1422	noun	1422	-	-	O	n	0	sg	11	uitgeslagen papier
335	1426	1427	noun	1427	-	-	O	n	0	sg	335	dat alles
336	1433	1433	noun	1433	-	-	O	fm	1	pl	336	kinderen
337	1436	1436	pronoun	1436	-	1	O	m	1	sg	1	ik
338	1440	1440	noun	1440	-	-	O	fm	1	pl	8	menschen
339	1441	1441	pronoun	1441	-	-	O	fm	1	pl	8	die
340	1444	1444	noun	1444	-	-	O	n	0	pl	340	zaken
341	1449	1450	noun	1450	-	-	O	-	-	pl	341	die tooneelmenschen
342	1451	1451	noun	1451	-	-	O	n	0	sg	342	armoede
343	1456	1457	noun	1457	-	-	O	-	-	sg	343	hun voorstelling
344	1456	1456	pronoun	1456	-	3	O	-	-	pl	341	hun
345	1461	1462	noun	1462	-	-	O	f	1	sg	345	Een meisje
346	1470	1471	noun	1471	-	-	O	-	-	sg	346	de familie
347	1480	1480	pronoun	1480	-	3	O	f	1	sg	345	ze
348	1495	1496	noun	1496	-	-	O	-	-	pl	348	de steken
349	1497	1497	pronoun	1497	-	-	O	-	-	pl	348	die
350	1498	1498	pronoun	1498	-	3	O	f	1	sg	345	ze
351	1501	1503	noun	1503	-	-	O	n	0	sg	351	het heele bedrijf
352	1505	1505	pronoun	1505	-	3	O	f	1	sg	345	Ze
353	1508	1508	pronoun	1508	-	3	O	f	1	sg	345	ze
354	1511	1511	pronoun	1511	-	3	O	f	1	sg	345	ze
355	1514	1515	noun	1515	-	-	O	n	0	sg	355	't venster
356	1520	1520	pronoun	1520	-	3	O	f	1	sg	345	ze
357	1523	1524	noun	1524	-	-	O	-	-	sg	346	De familie
358	1525	1525	pronoun	1525	-	-	O	-	-	sg	346	die
359	1527	1528	noun	1528	-	-	O	n	0	sg	359	dezen arbeid
360	1536	1537	noun	1537	-	-	O	f	1	sg	176	Zoo'n meisjen
361	1540	1541	noun	1541	-	-	O	f	1	sg	176	de heldin
362	1543	1543	pronoun	1543	-	3	O	f	1	sg	176	Ze
363	1547	1548	noun	1548	-	-	O	n	0	pl	363	de trappen
364	1551	1551	pronoun	1551	-	3	O	f	1	sg	176	ze
365	1557	1558	noun	1558	-	-	I	f	1	sg	365	mijne moeder
366	1557	1557	pronoun	1557	-	1	I	f	1	sg	176	mijne
367	1562	1563	noun	1563	-	-	I	f	1	sg	365	mijne moeder
368	1562	1562	pronoun	1562	-	1	I	fm	1	sg	176	mijne
369	1569	1570	noun	1570	-	-	O	n	0	sg	369	de deugd
370	1577	1578	noun	1578	-	-	O	n	0	sg	369	een deugd
371	1580	1580	pronoun	1580	-	-	O	n	0	sg	369	die
372	1587	1590	noun	1590	-	-	O	n	0	pl	372	een paar wollen kousen
373	1593	1594	noun	1594	-	-	O	n	0	sg	335	dit alles
374	1596	1601	noun	1597	-	-	O	n	0	pl	374	valsche denkbeelden van deugd , en
375	1599	1599	noun	1599	-	-	O	n	0	sg	369	deugd
376	1603	1603	noun	1603	-	-	I	n	0	pl	376	werken
377	1605	1606	noun	1606	-	-	I	n	0	sg	377	den kost
378	1612	1612	noun	1612	-	-	O	n	0	pl	378	leugens
379	1616	1618	noun	1618	-	-	O	m	1	sg	379	haar eerste minnaar
380	1616	1616	pronoun	1616	-	3	O	n	0	sg	335	haar
381	1620	1620	pronoun	1620	-	-	O	m	1	sg	379	die
382	1622	1622	noun	1622	-	-	O	-	1	sg	382	klerk
383	1625	1626	noun	1626	-	-	O	n	0	sg	383	't kopieboek
384	1637	1637	pronoun	1637	-	3	O	-	1	sg	382	haar
385	1640	1641	noun	1641	-	-	O	n	0	pl	385	weer leugens
386	1644	1644	noun	1644	-	-	O	n	0	sg	386	geld
387	1651	1653	noun	1653	-	-	O	-	1	sg	93	een gefailleerd huis
388	1657	1657	pronoun	1657	-	2	O	fm	1	sg	1	ge
389	1661	1661	pronoun	1661	-	3	O	n	0	sg	386	dit
390	1663	1664	noun	1664	-	-	O	n	0	sg	309	het tooneel
391	1669	1669	noun	1669	-	-	O	n	0	sg	88	uitzondering
392	1673	1674	noun	1674	-	-	O	n	0	sg	392	mijn aanmerking
393	1673	1673	pronoun	1673	-	1	O	m	1	sg	1	mijn
394	1678	1678	pronoun	1678	-	3	O	fm	1	sg	93	men
395	1679	1682	noun	1680	-	-	O	n	0	sg	395	den zin voor waarheid
396	1682	1682	noun	1682	-	-	O	-	-	sg	83	waarheid
397	1685	1686	noun	1686	-	-	O	n	0	sg	397	het volk
398	1688	1688	pronoun	1688	-	3	O	n	0	sg	397	dat
399	1689	1690	noun	1690	-	-	O	n	0	sg	88	de uitzondering
400	1692	1692	noun	1692	-	-	O	n	0	sg	8	regel
401	1697	1697	pronoun	1697	-	3	O	fm	1	sg	93	men
402	1698	1700	noun	1700	-	-	O	n	0	sg	402	de publieke zedelijkheid
403	1710	1711	noun	1711	-	-	O	n	0	sg	309	het tooneel
404	1719	1719	noun	1719	-	-	O	fm	1	sg	404	koopman
405	1721	1723	noun	1723	-	-	O	n	0	sg	405	een bespottelijke krankzinnigheid
406	1727	1728	noun	1728	-	-	O	n	0	sg	219	de wereld
407	1731	1731	pronoun	1731	-	1	O	m	1	sg	1	ik
408	1735	1735	pronoun	1735	-	1	O	fm	1	pl	197	wij
409	1737	1741	noun	1738	-	-	O	n	0	sg	409	't kantoor van mijn schoonvader
410	1740	1741	noun	1741	-	-	O	m	1	sg	410	mijn schoonvader
411	1740	1740	pronoun	1740	-	1	O	m	1	sg	1	mijn
412	1743	1745	name	1745	PER	-	O	n	1	pl	193	Last & Co
413	1748	1749	noun	1749	-	-	O	n	0	pl	413	ons dertienen
414	1748	1748	pronoun	1748	-	1	O	fm	1	pl	197	ons
415	1762	1763	noun	1763	-	-	O	n	0	sg	309	het tooneel
