id	start	end	type	head	neclass	person	quote	gender	human	number	cluster	text
45	213	214	name	213	-	-	O	m	1	sg	6	God zelf
46	218	218	pronoun	218	-	1	O	fm	1	pl	1	we
47	223	223	name	223	PER	-	O	fm	1	sg	6	Bavink
48	225	225	pronoun	225	-	1	O	fm	1	pl	1	we
49	227	227	pronoun	227	-	-	O	fm	1	pl	1	mekaar
50	232	232	pronoun	232	-	1	O	fm	1	sg	3	ik
51	235	235	name	235	PER	-	O	m	1	sg	33	Hoyer
52	238	238	pronoun	238	-	1	I	fm	1	pl	52	we
53	248	248	name	248	PER	-	O	m	1	sg	33	Hoyer
54	255	255	pronoun	255	-	3	O	m	1	sg	33	hij
55	258	265	noun	259	-	-	O	n	0	pl	55	de bonzen van de S. D. A. P.
56	261	265	name	265	PER	-	O	fm	1	sg	56	de S. D. A. P.
57	271	274	noun	272	-	-	O	n	0	sg	57	een gebaar van twijfel
58	274	274	noun	274	-	-	O	n	0	sg	58	twijfel
59	276	277	noun	277	-	-	O	n	0	pl	59	z'n handen
60	276	276	pronoun	276	-	3	O	m	1	sg	33	z'n
61	279	280	noun	280	-	-	O	n	0	pl	61	z'n schouders
62	279	279	pronoun	279	-	3	O	m	1	sg	33	z'n
63	283	283	pronoun	283	-	1	O	fm	1	pl	1	we
64	288	288	pronoun	288	-	1	O	fm	1	pl	1	ons
65	295	295	pronoun	295	-	1	O	fm	1	pl	1	we
66	298	298	name	298	PER	-	O	m	1	sg	35	Bekker
67	300	302	noun	302	-	-	O	n	0	sg	67	een vaag besef
68	304	304	pronoun	304	-	3	O	m	1	sg	35	-ie
69	310	310	name	310	PER	-	O	m	1	sg	37	Ploeger
70	312	313	noun	313	-	-	O	fm	1	sg	70	zijn baas
71	312	312	pronoun	312	-	3	O	m	1	sg	37	zijn
72	314	316	noun	316	-	-	O	n	0	pl	72	z'n eigen klokken
73	314	314	pronoun	314	-	3	O	m	1	sg	37	z'n
74	325	340	noun	326	-	-	O	n	0	sg	74	een sigaar in z'n hoofd en vloeken op die kerels die nooit iets goed konden doen
75	328	329	noun	329	-	-	O	n	0	sg	75	z'n hoofd
76	328	328	pronoun	328	-	3	O	m	1	sg	37	z'n
77	331	331	noun	331	-	-	O	-	-	pl	77	vloeken
78	333	334	noun	334	-	-	O	m	1	pl	6	die kerels
79	335	335	pronoun	335	-	-	O	m	1	pl	6	die
80	344	344	pronoun	344	-	1	O	-	-	both	80	we
81	345	345	pronoun	345	-	3	O	-	-	both	80	't
82	348	348	pronoun	348	-	1	O	fm	1	pl	1	we
83	361	361	pronoun	361	-	1	O	fm	1	pl	1	we
84	367	367	noun	367	-	-	O	-	-	sg	84	rooken
85	371	371	noun	371	-	-	O	n	0	pl	85	boeken
86	374	374	name	374	PER	-	O	fm	1	sg	6	Bavink
87	379	379	name	379	PER	-	O	m	1	sg	87	Lien
88	383	383	pronoun	383	-	1	O	fm	1	sg	3	ik
89	386	386	pronoun	386	-	1	O	fm	1	pl	1	we
90	387	390	noun	389	-	-	O	n	0	sg	90	een prachtig stel kerels
91	400	400	noun	400	-	-	I	n	0	pl	91	centen
92	404	404	pronoun	404	-	1	O	fm	1	pl	1	we
93	408	408	name	408	PER	-	O	m	1	sg	33	Hoyer
94	418	418	name	418	PER	-	O	fm	1	sg	6	Bavink
95	423	424	noun	424	-	-	O	m	1	pl	6	die kerels
96	428	428	noun	428	-	-	O	n	0	pl	96	rijtuigen
97	432	433	noun	433	-	-	O	n	0	pl	97	dure jassen
98	436	437	noun	437	-	-	O	m	1	pl	6	andere lui
99	440	440	pronoun	440	-	-	O	fm	1	pl	6	die
100	445	445	pronoun	445	-	3	O	fm	1	sg	6	zij
101	447	447	noun	447	-	-	O	n	0	pl	101	Automobielen
102	449	449	pronoun	449	-	2	O	fm	1	sg	30	je
103	458	458	pronoun	458	-	1	O	fm	1	pl	1	we
104	460	464	noun	461	-	-	O	n	0	sg	104	't hek van 't Oosterpark
105	463	464	name	464	LOC	-	O	n	0	sg	105	't Oosterpark
106	473	475	noun	475	-	-	O	n	0	sg	106	Een heel kamerameublement
107	477	477	pronoun	477	-	2	O	fm	1	both	107	je
108	484	484	pronoun	484	-	2	O	fm	1	sg	30	je
109	500	500	pronoun	500	-	1	O	fm	1	pl	1	we
110	506	510	noun	507	-	-	O	n	0	sg	110	den rand van 't trottoir
111	509	510	noun	510	-	-	O	n	0	sg	111	't trottoir
112	512	512	pronoun	512	-	1	O	fm	1	pl	1	we
113	516	516	noun	516	-	-	O	-	-	pl	113	twaalven
114	518	518	noun	518	-	-	O	n	0	sg	114	zoo
115	521	522	noun	522	-	-	O	-	-	sg	115	de straatsteenen
116	529	530	noun	530	-	-	O	-	-	pl	116	de klinkers
117	534	535	noun	535	-	-	O	-	-	pl	116	de klinkers
118	537	538	noun	538	-	-	O	-	-	pl	118	de sterren
119	543	543	name	543	PER	-	O	m	1	sg	35	Bekker
120	546	546	pronoun	546	-	3	O	m	1	sg	35	-ie
121	548	548	noun	548	-	-	O	n	0	sg	121	medelijden
122	550	551	noun	551	-	-	O	fm	1	sg	122	z'n baas
123	550	550	pronoun	550	-	3	O	m	1	sg	35	z'n
124	554	554	pronoun	554	-	1	O	fm	1	sg	3	ik
125	556	557	noun	557	-	-	O	n	0	sg	125	een gedicht
126	562	562	name	562	PER	-	O	m	1	sg	33	Hoyer
127	566	566	pronoun	566	-	3	O	m	1	sg	33	-ie
128	570	572	noun	572	-	-	O	-	-	sg	128	die blauwe steen
129	584	589	noun	585	-	-	O	n	0	sg	129	het zwart recht boven onze hoofden
130	588	589	noun	589	-	-	O	n	0	pl	130	onze hoofden
131	588	588	pronoun	588	-	1	O	fm	1	pl	1	onze
132	595	595	name	595	PER	-	O	mn	1	sg	6	Bavink
133	597	601	noun	598	-	-	O	n	0	sg	75	z'n hoofd in z'n handen
134	597	597	pronoun	597	-	3	O	-	1	sg	6	z'n
135	600	601	noun	601	-	-	O	n	0	pl	59	z'n handen
136	600	600	pronoun	600	-	3	O	mn	1	sg	6	z'n
137	604	605	noun	605	-	-	O	mn	-	both	6	de zon
138	610	612	noun	612	-	-	O	n	0	sg	138	't sentimenteele af
139	615	615	pronoun	615	-	1	O	fm	1	pl	1	we
140	622	622	noun	622	-	-	O	n	0	sg	140	bed
141	627	628	noun	628	-	-	O	n	0	sg	141	een mensch
142	637	637	noun	637	-	-	O	m	1	sg	6	dat
143	639	639	pronoun	639	-	1	O	fm	1	pl	1	we
144	642	642	name	642	PER	-	O	m	1	sg	6	Kees
145	650	650	pronoun	650	-	1	O	fm	1	pl	1	we
146	651	652	noun	652	-	-	O	n	0	sg	6	de zon
147	657	658	name	658	LOC	-	O	n	0	sg	147	de Zuiderzee
148	661	661	name	661	PER	-	O	m	1	sg	6	Kees
149	663	663	pronoun	663	-	-	O	m	1	sg	6	die
150	665	665	noun	665	-	-	O	n	0	sg	150	huis
151	668	668	name	668	PER	-	O	m	1	sg	33	Hoyer
152	671	672	noun	672	-	-	O	n	0	sg	152	de kou
153	675	675	name	675	PER	-	O	fm	1	sg	6	Bavink
154	677	677	name	677	PER	-	O	m	1	sg	35	Bekker
155	682	682	pronoun	682	-	3	O	n	0	pl	59	Die
156	685	686	noun	686	-	-	O	-	-	sg	156	de steenen
157	689	693	noun	690	-	-	O	n	0	sg	157	den zeedijk met de oogen
158	692	693	noun	693	-	-	O	-	-	sg	158	de oogen
159	698	700	noun	700	-	-	O	n	0	pl	159	tusschen hun oogharen
160	699	699	pronoun	699	-	3	O	n	0	pl	59	hun
161	703	706	noun	706	-	-	O	mn	-	both	6	de dansende gouden pijltjes
162	707	707	pronoun	707	-	-	O	n	0	pl	6	die
163	708	712	noun	709	-	-	O	n	0	sg	6	de zon in 't water
164	711	712	noun	712	-	-	O	n	0	sg	164	't water
165	715	715	noun	715	-	-	O	m	1	sg	6	Stapelmal
166	717	717	name	717	PER	-	O	fm	1	sg	6	Bavink
167	722	723	noun	723	-	-	O	n	0	sg	6	de zon
168	724	724	noun	724	-	-	O	-	-	sg	168	loopen
169	726	726	pronoun	726	-	3	O	m	1	sg	6	-ie
170	728	733	noun	733	-	-	O	n	0	sg	170	de lange , lange schitterende streep
171	737	741	noun	738	-	-	O	n	0	sg	171	den kant van 't water
172	740	741	noun	741	-	-	O	n	0	sg	164	't water
173	743	743	pronoun	743	-	3	O	m	1	sg	6	-ie
174	748	748	pronoun	748	-	1	O	fm	1	sg	3	Ik
175	750	750	pronoun	750	-	1	O	fm	1	sg	3	me
176	753	753	pronoun	753	-	1	O	fm	1	pl	1	we
177	755	755	name	755	PER	-	O	fm	1	sg	6	Bavink
178	757	757	pronoun	757	-	1	O	fm	1	sg	3	ik
179	764	764	noun	764	-	-	O	n	0	sg	179	zee
180	768	770	noun	770	-	-	O	n	0	sg	6	de halve zon
181	777	778	noun	778	-	-	O	n	0	sg	181	de kim
182	781	781	name	781	PER	-	O	m	1	sg	6	Bavink
183	784	785	noun	785	-	-	O	n	0	sg	183	z'n vuist
184	784	784	pronoun	784	-	3	O	-	1	sg	6	z'n
185	787	788	noun	788	-	-	O	n	0	sg	185	z'n voorhoofd
186	787	787	pronoun	787	-	3	O	mn	1	sg	6	z'n
187	795	795	name	795	-	-	I	m	1	sg	6	God
188	799	799	pronoun	799	-	1	I	fm	1	sg	188	ik
189	804	804	pronoun	804	-	1	I	fm	1	sg	188	ik
190	810	810	pronoun	810	-	3	O	m	1	sg	6	-ie
191	812	813	noun	813	-	-	O	n	0	sg	191	een gesticht
192	816	816	pronoun	816	-	1	O	fm	1	pl	1	we
193	820	820	pronoun	820	-	1	O	fm	1	pl	1	we
194	821	822	noun	822	-	-	O	n	0	sg	194	een heelen
195	827	828	noun	828	-	-	O	n	0	pl	195	gele vlekken
196	831	832	noun	832	-	-	O	fm	1	pl	196	onze bazen
197	831	831	pronoun	831	-	1	O	fm	1	pl	1	onze
198	834	835	noun	835	-	-	O	-	-	pl	198	zulke tochten
199	840	840	pronoun	840	-	1	O	fm	1	sg	3	ik
200	844	844	noun	844	-	-	O	n	0	sg	200	kantoor
201	849	849	name	849	PER	-	O	m	1	sg	35	Bekker
202	851	851	pronoun	851	-	-	O	-	-	sg	202	die
203	858	859	name	859	MISC	-	O	n	0	sg	203	den geheelen
204	862	863	noun	863	-	-	O	n	0	sg	6	de zon
205	871	879	noun	873	-	-	O	n	0	pl	205	de verlichte boomtoppen aan de overzij van de tuinen
206	875	879	noun	876	-	-	O	n	0	sg	206	de overzij van de tuinen
207	878	879	noun	879	-	-	O	n	0	pl	207	de tuinen
208	893	893	pronoun	893	-	1	O	fm	1	pl	1	we
209	904	904	noun	904	-	-	O	n	0	sg	200	kantoor
210	906	909	noun	906	-	-	O	-	-	pl	198	tochten naar den Ringdijk
211	908	909	name	909	LOC	-	O	n	0	sg	211	den Ringdijk
212	913	913	pronoun	913	-	1	O	fm	1	pl	1	we
213	915	923	noun	916	-	-	O	n	0	sg	213	't gras tusschen de boterbloemetjes beneden aan den dijk
214	917	919	name	919	MISC	-	O	n	0	both	214	tusschen de boterbloemetjes
215	922	923	noun	923	-	-	O	n	0	sg	215	den dijk
216	927	929	noun	929	-	-	O	-	-	pl	216	de nieuwsgierige koeien
217	931	933	name	933	PER	-	O	m	1	sg	217	hun groote oogen
218	931	931	pronoun	931	-	3	O	-	-	pl	216	hun
219	937	937	pronoun	937	-	1	O	fm	1	pl	1	ons
220	939	939	pronoun	939	-	1	O	fm	1	pl	1	wij
221	942	943	noun	943	-	-	O	-	-	pl	216	de koeien
222	948	948	pronoun	948	-	2	O	fm	1	sg	30	je
223	950	950	noun	950	-	-	O	-	-	sg	223	opaan
224	953	953	name	953	PER	-	O	fm	1	sg	6	Bavink
225	955	955	name	955	PER	-	O	m	1	sg	87	Lien
226	965	966	noun	966	-	-	O	-	-	pl	226	die koeienoogen
227	983	984	noun	984	-	-	O	n	0	pl	227	de kikkers
228	997	998	noun	998	-	-	O	n	0	sg	228	mijn schoen
229	997	997	pronoun	997	-	1	O	fm	1	sg	3	mijn
230	1000	1002	noun	1002	-	-	O	n	0	sg	230	m'n eene voet
231	1000	1000	pronoun	1000	-	1	O	fm	1	sg	3	m'n
232	1006	1007	noun	1007	-	-	O	n	0	sg	232	de sloot
233	1011	1011	pronoun	1011	-	2	O	fm	1	sg	30	je
234	1020	1021	noun	1021	-	-	O	n	0	sg	6	Een koe
235	1023	1023	pronoun	1023	-	-	O	n	0	sg	6	die
236	1024	1024	pronoun	1024	-	2	O	fm	1	sg	30	je
237	1030	1032	noun	1032	-	-	O	n	0	sg	237	de halve duisternis
238	1035	1035	pronoun	1035	-	2	O	fm	1	sg	30	je
239	1036	1037	noun	1037	-	-	O	n	0	sg	213	't gras
240	1041	1042	noun	1042	-	-	O	n	0	sg	240	de verte
241	1045	1046	noun	1046	-	-	O	n	0	sg	241	een klagelijk
242	1050	1051	noun	1051	-	-	O	n	0	sg	242	Een paard
243	1057	1057	pronoun	1057	-	2	O	fm	1	sg	30	je
244	1065	1068	noun	1066	-	-	O	n	0	sg	6	De koe bij ons
245	1068	1068	pronoun	1068	-	1	O	fm	1	pl	1	ons
246	1074	1074	name	1074	PER	-	O	m	1	sg	35	Bekker
247	1090	1090	name	1090	PER	-	O	m	1	sg	6	Bavink
248	1095	1096	noun	1096	-	-	O	n	0	pl	248	z'n armen
249	1095	1095	pronoun	1095	-	3	O	-	1	sg	6	z'n
250	1109	1109	pronoun	1109	-	1	O	fm	1	pl	1	we
251	1118	1118	pronoun	1118	-	3	O	m	1	sg	6	hij
252	1125	1125	pronoun	1125	-	1	O	fm	1	pl	1	we
253	1138	1138	pronoun	1138	-	1	O	fm	1	sg	3	ik
254	1142	1142	pronoun	1142	-	3	O	m	1	sg	6	-ie
255	1147	1148	noun	1148	-	-	O	-	-	sg	255	de waarheid
256	1153	1153	pronoun	1153	-	1	O	fm	1	pl	1	we
257	1158	1161	noun	1159	-	-	O	n	0	sg	257	Ons werk op kantoor
258	1158	1158	pronoun	1158	-	1	O	fm	1	pl	1	Ons
259	1161	1161	noun	1161	-	-	O	n	0	sg	200	kantoor
260	1163	1163	pronoun	1163	-	1	O	fm	1	pl	1	we
261	1170	1171	noun	1171	-	-	O	fm	1	pl	196	onze bazen
262	1170	1170	pronoun	1170	-	1	O	fm	1	pl	1	onze
263	1173	1173	pronoun	1173	-	1	O	fm	1	pl	1	we
264	1176	1176	name	1176	PER	-	O	fm	1	both	6	Bavink
265	1178	1178	name	1178	PER	-	O	m	1	sg	33	Hoyer
266	1180	1180	pronoun	1180	-	-	O	fm	1	both	6	die
267	1189	1189	pronoun	1189	-	1	O	fm	1	pl	1	we
268	1194	1195	noun	1195	-	-	O	fm	1	pl	196	die bazen
269	1198	1198	pronoun	1198	-	1	O	fm	1	pl	1	We
270	1206	1206	pronoun	1206	-	1	O	fm	1	pl	1	we
271	1210	1210	name	1210	PER	-	O	m	1	sg	35	Bekker
272	1215	1217	noun	1216	-	-	I	n	0	sg	272	't koninkrijk Gods
273	1217	1217	name	1217	-	-	I	m	1	sg	44	Gods
274	1226	1226	pronoun	1226	-	3	O	m	1	sg	35	-ie
275	1231	1231	pronoun	1231	-	3	O	m	1	sg	35	zich
276	1236	1236	name	1236	PER	-	O	fm	1	sg	6	Bavink
277	1245	1245	pronoun	1245	-	3	I	n	0	sg	277	dat
278	1253	1253	pronoun	1253	-	1	O	fm	1	pl	1	Wij
279	1270	1273	noun	1271	-	-	O	n	0	sg	279	den zolder van Kees
280	1273	1273	name	1273	PER	-	O	m	1	sg	6	Kees
281	1275	1275	pronoun	1275	-	1	O	fm	1	pl	1	we
282	1279	1280	noun	1279	-	-	O	n	0	sg	282	iederen avond
283	1282	1282	pronoun	1282	-	-	O	fm	1	pl	1	elkaar
284	1284	1284	name	1284	PER	-	O	m	1	sg	6	Kees
285	1287	1287	noun	1287	-	-	O	n	0	sg	285	een
286	1294	1295	noun	1295	-	-	O	n	0	sg	286	Zijn hok
287	1294	1294	pronoun	1294	-	3	O	m	1	sg	6	Zijn
288	1306	1307	noun	1307	-	-	O	-	-	both	288	De buren
289	1309	1310	noun	1310	-	-	O	n	0	sg	289	't niks
290	1314	1318	noun	1315	-	-	O	-	-	both	288	dat geloop op de trap
291	1317	1318	noun	1318	-	-	O	n	0	sg	291	de trap
292	1320	1322	noun	1322	-	-	O	m	1	sg	292	Kees z'n vader
293	1320	1320	name	1320	PER	-	O	m	1	sg	6	Kees
294	1321	1321	pronoun	1321	-	3	O	m	1	sg	292	z'n
295	1330	1330	pronoun	1330	-	3	O	m	1	sg	292	-ie
296	1331	1331	pronoun	1331	-	1	O	fm	1	sg	3	me
297	1336	1336	pronoun	1336	-	1	O	fm	1	sg	3	me
298	1338	1339	name	1339	MISC	-	I	-	-	sg	298	mijnheer Koekebakker
299	1343	1343	pronoun	1343	-	3	O	m	1	sg	292	-ie
300	1344	1348	noun	1345	-	-	O	n	0	sg	300	m'n naam in 't Handelsblad
301	1344	1344	pronoun	1344	-	1	O	fm	1	sg	3	m'n
302	1347	1348	name	1348	LOC	-	O	n	0	pl	302	't Handelsblad
303	1352	1352	name	1352	PER	-	O	m	1	sg	35	Bekker
304	1354	1354	name	1354	PER	-	O	m	1	sg	6	Kees
305	1358	1358	pronoun	1358	-	3	O	m	1	sg	35	-ie
306	1363	1363	pronoun	1363	-	3	O	n	0	pl	302	Ze
307	1365	1369	noun	1366	-	-	O	n	0	sg	307	goedkoop bloemetjesbehangsel van 3 centen
308	1370	1371	noun	1371	-	-	O	n	0	sg	308	de rol
309	1377	1378	noun	1378	-	-	O	n	0	sg	309	den muur
310	1381	1384	noun	1384	-	-	O	n	0	sg	310	de effe groene achterkant
311	1387	1387	name	1387	PER	-	O	m	1	sg	35	Bekker
312	1389	1390	noun	1390	-	-	O	n	0	sg	312	een spreuk
313	1393	1393	noun	1393	-	-	O	n	0	pl	313	sier-letters
314	1395	1395	pronoun	1395	-	3	O	n	0	sg	312	die
315	1397	1398	noun	1398	-	-	O	n	0	sg	309	den muur
316	1401	1402	noun	1402	-	-	O	n	0	sg	316	de deur
317	1405	1412	name	1412	MISC	-	I	n	0	both	317	J'ai attendu le Seigneur avec une grande patience
318	1415	1419	name	1419	MISC	-	I	n	0	both	318	il s'est abaissé jusqu'à moi
319	1422	1422	pronoun	1422	-	1	O	fm	1	sg	3	Ik
320	1427	1427	pronoun	1427	-	3	O	m	1	sg	35	-ie
321	1433	1433	name	1433	PER	-	O	m	1	sg	6	Kees
322	1440	1440	name	1440	PER	-	O	m	1	sg	6	Kees
323	1446	1446	pronoun	1446	-	3	O	m	1	sg	6	Hij
324	1448	1449	noun	1449	-	-	O	n	0	sg	324	een spa
325	1452	1452	name	1452	PER	-	O	m	1	sg	35	Bekker
326	1454	1458	noun	1455	-	-	O	-	-	sg	326	die diagonaalsgewijs aan den muur
327	1457	1458	noun	1458	-	-	O	n	0	sg	309	den muur
328	1461	1465	noun	1462	-	-	O	n	0	sg	328	't aangezicht van de spreuk
329	1464	1465	noun	1465	-	-	O	n	0	sg	312	de spreuk
330	1483	1483	name	1483	PER	-	O	m	1	sg	35	Bekker
331	1484	1484	pronoun	1484	-	3	O	m	1	sg	35	zich
332	1486	1487	noun	1487	-	-	O	n	0	sg	75	zijn hoofd
333	1486	1486	pronoun	1486	-	3	O	m	1	sg	35	zijn
334	1492	1492	pronoun	1492	-	3	O	m	1	sg	35	-ie
335	1493	1496	noun	1493	-	-	O	m	1	sg	335	metdertijd op de hei
336	1495	1496	noun	1496	-	-	O	n	0	sg	336	de hei
337	1502	1504	noun	1503	-	-	O	n	0	sg	337	een brokje land
338	1509	1509	pronoun	1509	-	3	O	m	1	sg	335	-ie
339	1513	1513	noun	1513	-	-	O	n	0	sg	200	kantoor
340	1515	1515	name	1515	PER	-	O	m	1	sg	6	Bavink
341	1518	1520	noun	1520	-	-	O	-	-	sg	6	een mooi idee
342	1523	1523	pronoun	1523	-	3	O	m	1	sg	6	-ie
343	1527	1527	name	1527	PER	-	O	m	1	sg	87	Lien
344	1535	1535	name	1535	PER	-	O	m	1	sg	33	Hoyer
345	1539	1540	noun	1540	-	-	O	n	0	sg	345	de kroeg
346	1544	1544	pronoun	1544	-	1	O	fm	1	pl	1	we
347	1555	1555	pronoun	1555	-	1	O	fm	1	sg	3	Ik
348	1557	1557	pronoun	1557	-	1	O	fm	1	sg	3	me
349	1560	1560	name	1560	PER	-	O	m	1	sg	349	Zola
350	1562	1563	name	1563	PER	-	O	m	1	sg	350	Jaap Maris
351	1571	1572	noun	1572	-	-	O	n	0	sg	285	de een
352	1576	1576	name	1576	PER	-	O	m	1	sg	35	Bekker
353	1579	1579	name	1579	PER	-	O	m	1	sg	353	Dante
354	1582	1583	name	1583	MISC	-	O	n	0	both	354	de Prediker
355	1585	1586	name	1586	ORG	-	O	n	0	sg	355	't Hooglied
356	1588	1590	name	1590	PER	-	O	m	1	sg	356	't boek Job
357	1592	1592	pronoun	1592	-	3	O	m	1	sg	35	-ie
358	1594	1595	noun	1595	-	-	O	n	0	sg	75	z'n hoofd
359	1594	1594	pronoun	1594	-	3	O	m	1	sg	35	z'n
360	1603	1604	noun	1604	-	-	O	fm	1	sg	360	de buitenwereld
361	1606	1606	pronoun	1606	-	2	O	fm	1	sg	30	je
362	1610	1611	noun	1611	-	-	O	n	0	sg	286	dat hok
363	1613	1615	noun	1615	-	-	O	n	0	sg	363	Het eenige raam
364	1618	1621	noun	1618	-	-	O	n	0	sg	363	schouderhoogte van den grond
365	1620	1621	noun	1621	-	-	O	n	0	sg	365	den grond
366	1624	1624	pronoun	1624	-	2	O	fm	1	sg	30	je
367	1626	1626	noun	1626	-	-	O	n	0	sg	367	tafel
368	1630	1630	pronoun	1630	-	2	O	fm	1	sg	30	je
369	1635	1637	noun	1636	-	-	O	n	0	sg	369	een stuk lucht
370	1641	1642	noun	1642	-	-	O	n	0	sg	370	de kleur
371	1663	1663	pronoun	1663	-	2	O	fm	1	sg	30	je
372	1664	1664	name	1664	PER	-	O	fm	1	sg	6	Bavink
373	1669	1670	noun	1670	-	-	O	fm	1	pl	6	de lui
374	1671	1671	pronoun	1671	-	3	O	fm	1	both	6	zich
375	1674	1675	noun	1675	-	-	O	n	0	sg	375	letterlijk alles
376	1677	1677	pronoun	1677	-	1	O	fm	1	sg	3	Ik
377	1681	1682	noun	1682	-	-	O	n	0	sg	377	een schilderij
378	1687	1687	pronoun	1687	-	1	O	fm	1	sg	3	ik
379	1690	1690	name	1690	PER	-	O	m	1	sg	298	Koekebakker
380	1692	1692	pronoun	1692	-	3	O	m	1	sg	298	Hij
381	1694	1694	pronoun	1694	-	1	O	fm	1	sg	3	me
382	1697	1697	pronoun	1697	-	1	O	fm	1	sg	3	ik
383	1702	1702	pronoun	1702	-	2	I	m	1	sg	35	Je
384	1704	1706	noun	1706	-	-	I	n	0	pl	384	twee horizontale banen
385	1709	1709	pronoun	1709	-	-	I	n	0	pl	384	elkaar
386	1714	1715	noun	1715	-	-	I	n	0	sg	386	een blauwe
387	1717	1718	noun	1718	-	-	I	n	0	sg	387	een goudgele
388	1721	1726	noun	1722	-	-	I	n	0	sg	388	't midden van die blauwe baan
389	1724	1726	noun	1726	-	-	I	-	-	sg	389	die blauwe baan
390	1728	1728	pronoun	1728	-	2	I	fm	1	sg	35	je
391	1729	1732	noun	1732	-	-	I	n	0	sg	391	een ronde goudgele vlek
392	1737	1737	pronoun	1737	-	1	I	fm	1	pl	392	we
393	1739	1740	noun	1740	-	-	I	n	0	sg	393	den catalogus
394	1742	1745	name	1745	MISC	-	I	n	0	both	394	No. 666 De Gedachte
395	1747	1747	noun	1747	-	-	I	n	0	sg	377	schilderij
396	1752	1752	pronoun	1752	-	1	I	fm	1	pl	392	we
397	1756	1757	noun	1757	-	-	I	n	0	sg	300	mijn naam
398	1756	1756	pronoun	1756	-	1	I	fm	1	sg	3	mijn
399	1759	1760	name	1760	PER	-	I	m	1	sg	6	Johannes Bavink
400	1762	1764	name	1764	LOC	-	I	n	0	pl	400	2de Jan Steenstraat
401	1766	1766	noun	1766	-	-	I	n	0	sg	401	nummer
402	1769	1769	pronoun	1769	-	1	I	fm	1	pl	392	we
403	1776	1776	pronoun	1776	-	2	I	fm	1	sg	35	Je
404	1781	1781	pronoun	1781	-	3	I	n	0	pl	400	ze
405	1786	1787	noun	1787	-	-	I	n	0	sg	375	Van alles
406	1790	1790	pronoun	1790	-	2	I	fm	1	sg	35	je
407	1793	1795	noun	1795	-	-	I	n	0	sg	407	een flauw benul
408	1801	1801	name	1801	PER	-	O	f	1	sg	6	Bavink
409	1811	1811	name	1811	PER	-	O	m	1	sg	87	Lien
410	1816	1816	noun	1816	-	-	O	n	0	sg	410	thee
411	1821	1821	pronoun	1821	-	3	O	f	1	sg	6	ze
412	1822	1823	noun	1823	-	-	O	n	0	sg	365	den grond
