id	gender	human	number	size	firstmention	mentions	label
33	m	1	sg	92	33	265,1290,1048,1053,1311,33,1058,1313,805,51,53,1077,1846,1078,54,60,62,1855,2625,1857,1858,2626,1861,2628,1099,2636,1869,1871,1873,1875,344,1883,93,1120,2403,1893,1127,1128,1129,1897,2408,2410,2411,1902,2412,1136,1904,882,2414,2416,2417,2418,1912,126,127,1921,1926,913,1169,1170,151,1177,1179,1181,2222,2224,1991,2249,2252,1743,1999,1745,2000,2256,2258,1749,982,2262,2264,2266,993,995,996,741,1772,1773,2286,1265,1777,1267,1779,1785	Hoyer
35	mn	1	both	133	35	2305,2307,2309,2311,1291,2315,271,1040,2140,1298,274,275,789,1042,791,2072,1044,1046,1301,1052,35,806,2342,2344,2347,2348,2350,303,2351,305,2352,2356,311,320,577,66,1089,1092,325,68,330,2122,331,333,334,2129,2130,595,2133,2134,599,2138,603,604,2139,606,607,352,865,1122,1376,608,613,1382,357,359,616,617,867,880,2164,119,120,2168,123,2171,383,642,643,644,390,647,652,654,658,403,661,406,665,154,923,925,927,672,675,676,934,678,682,683,430,687,432,689,694,695,697,699,1468,1989,710,201,713,973,978,984,473,985,986,988,989,990,992,2020,745,2029,1268,757,246,2039,2292,761,2303	Van Bekker
37	m	1	sg	6	37	69,37,71,40,73,76	Kees Ploeger
41	n	0	sg	5	41	977,1364,2104,41,974	den
43	n	0	sg	1	43	43	onzer dwaasheid
44	m	1	sg	2	44	273,44	Gods
52	fm	1	pl	1	52	52	we
55	n	0	pl	1	55	55	de bonzen van de S. D. A. P.
56	fm	1	sg	7	56	2280,2228,2230,56,2233,2234,2235	de S. D. A. P.
57	n	0	sg	1	57	57	een gebaar van twijfel
58	n	0	sg	1	58	58	twijfel
59	n	0	pl	6	59	160,135,905,59,2203,155	z'n handen
61	n	0	pl	1	61	61	z'n schouders
67	n	0	sg	1	67	67	een vaag besef
70	fm	1	sg	1	70	70	zijn baas
72	n	0	pl	1	72	72	z'n eigen klokken
74	n	0	sg	3	74	1281,74,1018	een sigaar in z'n hoofd en vloeken op die kerels die nooit iets goed konden doen
75	n	0	sg	8	75	1266,2308,133,358,1304,536,75,332	z'n hoofd
77	-	-	pl	1	77	77	vloeken
80	-	-	both	2	80	80,81	we
84	-	-	sg	1	84	84	rooken
85	n	0	pl	2	85	85,510	boeken
87	m	1	sg	8	87	225,421,87,343,424,409,426,427	Lien
90	n	0	sg	1	90	90	een prachtig stel kerels
91	n	0	pl	1	91	91	centen
96	n	0	pl	1	96	96	rijtuigen
97	n	0	pl	1	97	97	dure jassen
101	n	0	pl	1	101	101	Automobielen
104	n	0	sg	1	104	104	't hek van 't Oosterpark
105	n	0	sg	1	105	105	't Oosterpark
106	n	0	sg	1	106	106	Een heel kamerameublement
107	fm	1	both	1	107	107	je
110	n	0	sg	1	110	110	den rand van 't trottoir
111	n	0	sg	2	111	1986,111	't trottoir
113	-	-	pl	1	113	113	twaalven
114	n	0	sg	1	114	114	zoo
115	-	-	sg	1	115	115	de straatsteenen
116	-	-	pl	2	116	116,117	de klinkers
118	-	-	pl	1	118	118	de sterren
121	n	0	sg	1	121	121	medelijden
122	fm	1	sg	1	122	122	z'n baas
125	n	0	sg	4	125	866,125,878,790	een gedicht
128	-	-	sg	2	128	128,2001	die blauwe steen
129	n	0	sg	1	129	129	het zwart recht boven onze hoofden
130	n	0	pl	2	130	1200,130	onze hoofden
138	n	0	sg	1	138	138	't sentimenteele af
140	n	0	sg	1	140	140	bed
141	n	0	sg	5	141	2050,1060,2501,141,2031	een mensch
147	n	0	sg	1	147	147	de Zuiderzee
150	n	0	sg	4	150	1008,1790,2604,150	huis
152	n	0	sg	1	152	152	de kou
156	-	-	sg	1	156	156	de steenen
157	n	0	sg	1	157	157	den zeedijk met de oogen
158	-	-	sg	1	158	158	de oogen
159	n	0	pl	1	159	159	tusschen hun oogharen
164	n	0	sg	8	164	1218,164,965,1508,1146,172,1197,1614	't water
168	-	-	sg	2	168	168,655	loopen
170	n	0	sg	1	170	170	de lange , lange schitterende streep
171	n	0	sg	1	171	171	den kant van 't water
179	n	0	sg	8	179	179,1556,1209,1220,1319,1321,956,959	zee
181	n	0	sg	2	181	181,1199	de kim
183	n	0	sg	2	183	2483,183	z'n vuist
185	n	0	sg	3	185	185,2485,1943	z'n voorhoofd
188	fm	1	sg	2	188	188,189	ik
191	n	0	sg	2	191	2643,191	een gesticht
194	n	0	sg	1	194	194	een heelen
195	n	0	pl	1	195	195	gele vlekken
196	fm	1	pl	3	196	268,196,261	onze bazen
198	-	-	pl	2	198	210,198	zulke tochten
200	n	0	sg	10	200	576,259,518,200,2156,2030,209,339,2041,477	kantoor
202	-	-	sg	1	202	202	die
203	n	0	sg	2	203	1034,203	den geheelen
205	n	0	pl	1	205	205	de verlichte boomtoppen aan de overzij van de tuinen
206	n	0	sg	2	206	620,206	de overzij van de tuinen
207	n	0	pl	1	207	207	de tuinen
211	n	0	sg	2	211	211,1029	den Ringdijk
213	n	0	sg	2	213	213,239	't gras tusschen de boterbloemetjes beneden aan den dijk
214	n	0	both	1	214	214	tusschen de boterbloemetjes
215	n	0	sg	1	215	215	den dijk
216	-	-	pl	3	216	216,218,221	de nieuwsgierige koeien
217	m	1	sg	1	217	217	hun groote oogen
223	-	-	sg	1	223	223	opaan
226	-	-	pl	1	226	226	die koeienoogen
227	n	0	pl	1	227	227	de kikkers
228	n	0	sg	1	228	228	mijn schoen
230	n	0	sg	1	230	230	m'n eene voet
232	n	0	sg	1	232	232	de sloot
237	n	0	sg	7	237	1148,1359,1416,1353,1196,237,1401	de halve duisternis
240	n	0	sg	7	240	240,724,1125,1495,1487,1499,1151	de verte
241	n	0	sg	1	241	241	een klagelijk
242	n	0	sg	1	242	242	Een paard
248	n	0	pl	1	248	248	z'n armen
255	-	-	sg	1	255	255	de waarheid
257	n	0	sg	1	257	257	Ons werk op kantoor
272	n	0	sg	1	272	272	't koninkrijk Gods
277	n	0	sg	1	277	277	dat
279	n	0	sg	2	279	2082,279	den zolder van Kees
282	n	0	sg	7	282	1504,2563,614,282,1372,1055,1434	iederen avond
285	n	0	sg	4	285	2016,2106,285,351	een
286	n	0	sg	2	286	362,286	Zijn hok
288	-	-	both	2	288	288,290	De buren
289	n	0	sg	1	289	289	't niks
291	n	0	sg	1	291	291	de trap
292	m	1	sg	4	292	299,292,294,295	Kees z'n vader
298	-	-	sg	29	298	2567,714,715,2559,1230,1231,1168,1166,1236,2004,2006,2583,1184,1186,2532,2534,2536,1193,298,2538,2539,2542,1204,2550,2552,379,380,2557,2047	mijnheer Koekebakker
300	n	0	sg	3	300	300,397,879	m'n naam in 't Handelsblad
302	n	0	pl	2	302	306,302	't Handelsblad
307	n	0	sg	1	307	307	goedkoop bloemetjesbehangsel van 3 centen
308	n	0	sg	1	308	308	de rol
309	n	0	sg	6	309	2560,309,327,2105,315,2327	den muur
310	n	0	sg	1	310	310	de effe groene achterkant
312	n	0	sg	3	312	312,329,314	een spreuk
313	n	0	pl	1	313	313	sier-letters
316	n	0	sg	8	316	2128,1832,1827,1845,888,2024,2075,316	de deur
317	n	0	both	1	317	317	J'ai attendu le Seigneur avec une grande patience
318	n	0	both	1	318	318	il s'est abaissé jusqu'à moi
324	n	0	sg	1	324	324	een spa
326	-	-	sg	1	326	326	die diagonaalsgewijs aan den muur
328	n	0	sg	1	328	328	't aangezicht van de spreuk
335	m	1	sg	2	335	338,335	metdertijd op de hei
336	n	0	sg	9	336	1090,932,1095,336,1043,756,948,951,924	de hei
337	n	0	sg	1	337	337	een brokje land
345	n	0	sg	1	345	345	de kroeg
349	m	1	sg	1	349	349	Zola
350	m	1	sg	1	350	350	Jaap Maris
353	m	1	sg	19	353	1473,2371,2372,2373,2374,2375,2378,2379,2386,353,2361,2349,2357,2294,2360,2297,2363,2364,2367	Dante
354	n	0	both	1	354	354	de Prediker
355	n	0	sg	1	355	355	't Hooglied
356	m	1	sg	1	356	356	't boek Job
360	fm	1	sg	1	360	360	de buitenwereld
363	n	0	sg	4	363	2090,363,364,2202	Het eenige raam
365	n	0	sg	2	365	412,365	den grond
367	n	0	sg	3	367	751,1803,367	tafel
369	n	0	sg	1	369	369	een stuk lucht
370	n	0	sg	1	370	370	de kleur
375	n	0	sg	6	375	405,1477,375,1579,1534,1583	letterlijk alles
377	n	0	sg	2	377	377,395	een schilderij
384	n	0	pl	2	384	384,385	twee horizontale banen
386	n	0	sg	2	386	386,637	een blauwe
387	n	0	sg	1	387	387	een goudgele
388	n	0	sg	1	388	388	't midden van die blauwe baan
389	-	-	sg	1	389	389	die blauwe baan
391	n	0	sg	1	391	391	een ronde goudgele vlek
392	fm	1	pl	3	392	392,402,396	we
393	n	0	sg	1	393	393	den catalogus
394	n	0	both	1	394	394	No. 666 De Gedachte
400	n	0	pl	2	400	400,404	2de Jan Steenstraat
401	n	0	sg	1	401	401	nummer
407	n	0	sg	1	407	407	een flauw benul
410	n	0	sg	1	410	410	thee
414	n	0	sg	1	414	414	verlegenheid
415	f	1	sg	4	415	433,423,425,415	die juffrouw
416	m	1	sg	9	416	416,2593,2597,775,1288,1865,2603,1868,767	de ouwe heer
417	n	0	sg	1	417	417	bepaald bezwaar
422	n	0	sg	1	422	422	een neiging
429	n	0	pl	1	429	429	oogjes
431	n	0	sg	2	431	1560,431	z'n steenen pijpje
435	n	0	sg	1	435	435	donker
436	n	0	sg	2	436	436,662	De lamp
442	fm	1	sg	1	442	442	Je
444	n	0	sg	5	444	1363,820,918,2647,444	de lucht
445	n	0	sg	4	445	2085,2044,445,2630	Een groote
446	m	1	sg	2	446	449,446	groenachtige ster
447	n	0	pl	1	447	447	donkeren
448	fm	1	sg	1	448	448	Je
450	n	0	sg	1	450	450	een versche pijp
452	m	1	sg	2	452	452,455	die
453	m	1	pl	2	453	453,2686	jongens van negentien , twintig jaar rondloopen
457	n	0	sg	12	457	1476,1701,1094,1478,1700,457,458,1070,463,471,2682,1399	de wereld
461	n	0	sg	2	461	461,1342	de diepte
464	-	-	sg	2	464	464,552	bedrijvigheid
468	-	-	pl	1	468	468	die
469	-	-	pl	1	469	469	die
475	n	0	sg	1	475	475	't grootste
476	n	0	sg	1	476	476	deel van onzen tijd
479	-	-	sg	1	479	479	hun domme opinies aanhooren
482	-	-	pl	1	482	482	elkaar
487	n	0	sg	12	487	835,487,841,1356,717,1360,2513,1202,1555,1814,1402,1885	't licht
488	n	0	pl	1	488	488	de gordijnen
490	n	0	sg	1	490	490	de roode lucht
491	m	1	sg	19	491	1145,2632,1418,2637,1038,1489,2641,2642,2645,2646,2456,2651,2653,2655,2657,2659,491,1456,825	roode
492	m	1	sg	11	492	1673,1930,492,621,622,624,626,1685,630,1686,1692	de straat
495	fm	1	pl	5	495	514,517,495,507,511	straten
496	n	0	sg	2	496	496,2081	uitzicht op de lancaster gordijnen van den overkant en de balletjesfranje en de aspedistra in een pot met een onbestaanbare bloem er op
497	n	0	pl	1	497	497	de lancaster gordijnen van den overkant en de balletjesfranje
498	m	1	sg	1	498	498	lancaster
499	n	0	sg	2	499	1672,499	den overkant
500	-	-	sg	1	500	500	de balletjesfranje
501	-	-	sg	1	501	501	de aspedistra in een pot met een onbestaanbare bloem er op
502	n	0	sg	1	502	502	een onbestaanbare bloem er op
504	n	0	sg	1	504	504	wraak
506	n	0	pl	1	506	506	talen
508	n	0	pl	2	508	508,1788	de namen
513	n	0	pl	1	513	513	gevoelens
515	n	0	sg	1	515	515	het bestaan
520	n	0	pl	1	520	520	de slootjes
521	n	0	pl	2	521	521,563	de weilanden
522	-	-	sg	1	522	522	die
528	n	0	sg	1	528	528	't nut
532	n	0	sg	1	532	532	Abcoû
534	n	0	sg	1	534	534	't heelal
538	n	0	sg	1	538	538	ons hart
540	n	0	sg	1	540	540	ons ruggemerg
548	n	0	sg	1	548	548	Zwitserland
549	n	0	sg	1	549	549	Italië
550	n	0	pl	5	550	550,551,554,557,558	Godweetwaarheen
556	n	0	sg	1	556	556	hun macht
559	n	0	sg	1	559	559	't grootste deel van onzen tijd
564	n	0	sg	1	564	564	den waterkant
567	n	0	pl	6	567	1328,1558,567,1323,1325,1326	onze gedachten
569	n	0	pl	1	569	569	hun onbegrijpelijke zaken
571	n	0	pl	1	571	571	voeten
574	n	0	pl	1	574	574	standjes
579	-	-	pl	1	579	579	elkaar
582	n	0	sg	2	582	587,582	tweehoog
583	-	-	sg	1	583	583	die halvegare
588	n	0	sg	1	588	588	een leuk vak
589	-	-	sg	1	589	589	noodig
590	fm	1	sg	1	590	590	M'n baas
594	n	0	pl	2	594	609,594	gedichten
596	m	1	sg	3	596	596,886,887	zoo'n man
597	n	0	sg	7	597	2064,625,2384,597,2059,2268,2062	dat woord
598	fm	1	sg	1	598	598	je
602	n	0	sg	1	602	602	z'n gezicht
605	n	0	sg	1	605	605	kop
615	n	0	both	1	615	615	de Sarphatistraat
618	-	1	sg	6	618	628,629,632,618,619,623	een schoolmeisje van een jaar of zeventien
627	n	0	both	1	627	627	de Kerstvacantie
631	n	0	sg	1	631	631	de school
633	n	0	sg	1	633	633	't stille grachtje in de sneeuw
634	n	0	sg	1	634	634	de sneeuw
635	m	1	sg	4	635	635,1948,1163,1263	een vent
636	n	0	sg	1	636	636	een wit paard
638	m	1	sg	1	638	638	kiel
639	n	0	sg	1	639	639	een stroohoed
641	f	1	sg	6	641	641,646,648,1273,651,1276	zoo'n middag
645	n	0	sg	1	645	645	de Weteringschans
649	f	1	sg	1	649	649	een vriendin
656	f	1	sg	9	656	686,656,657,688,659,660,693,666,667	de zomervacantie
663	n	0	sg	2	663	716,663	een blad
664	n	0	sg	3	664	664,1180,671	't boek
668	n	0	sg	2	668	668,670	Een stukje vuur uit zijn pijp
669	n	0	sg	1	669	669	zijn pijp
673	n	0	sg	1	673	673	een lucifersdoosje
674	n	0	sg	1	674	674	een gat
677	-	-	pl	2	677	680,677	ze
679	n	0	sg	1	679	679	een afstand
681	n	0	pl	1	681	681	gedichten
684	fm	1	sg	1	684	684	je
685	n	0	sg	1	685	685	een raar ding
690	fm	1	both	2	690	690,691	te zeggen niks tusschen
692	n	0	sg	4	692	1881,692,2277,2353	een beetje kleeren van haar en zoo goed als geen kleeren van mij
696	n	0	sg	1	696	696	z'n overhemd
698	n	0	sg	1	698	698	z'n bloote lijf
700	fm	1	sg	1	700	700	je
702	n	0	sg	5	702	707,1492,1481,702,1615	den toren van Naarden
703	n	0	sg	2	703	708,703	Naarden
704	n	0	sg	3	704	704,2310,1815	de kamer van Bekker b.v.
705	n	0	both	1	705	705	Bekker b.v.
706	fm	1	both	1	706	706	Tusschen
709	fn	-	sg	2	709	712,709	deze snor
711	n	0	sg	1	711	711	haar schouder
719	n	0	sg	1	719	719	zijn aangezicht
723	f	1	pl	2	723	723,727	de meisjes
726	n	0	pl	4	726	729,732,726,742	hun bekjes
730	n	0	sg	1	730	730	't algemeen
743	-	-	pl	1	743	743	die
749	n	0	both	1	749	749	socialen
752	n	0	pl	1	752	752	adressen
753	n	0	sg	1	753	753	drukwerk
754	n	0	both	1	754	754	vrije groep Kastanjeplein
755	n	0	pl	1	755	755	omstreken
758	n	0	pl	1	758	758	een paar centen bij elkaar
759	n	0	pl	2	759	760,759	elkaar
762	n	0	sg	1	762	762	de kolonie van Van Eeden
763	m	1	sg	1	763	763	Van Eeden
766	-	-	sg	2	766	1972,766	geloopen
768	-	-	sg	1	768	768	in een boerenkiel
769	n	0	sg	3	769	769,1950,1958	een papieren zak
770	-	-	sg	1	770	770	innige aanraking met de natuur
771	n	0	sg	1	771	771	de natuur
772	n	0	sg	5	772	2400,2339,772,773,2399	zooals
774	-	-	sg	1	774	774	z'n baard vol kruimels
776	-	-	pl	1	776	776	kruimels
778	n	0	sg	7	778	1002,1430,854,1000,778,1596,1004	Amsterdam
779	-	-	pl	1	779	779	elkaar
780	n	0	both	1	780	780	de Naarder trekvaart
781	n	0	sg	1	781	781	een boerenmeid
782	n	0	sg	1	782	782	een boerenjongen
783	n	0	sg	2	783	784,783	het niks van in de krant
785	n	0	sg	1	785	785	vin
786	fm	1	both	1	786	786	je
787	m	1	sg	1	787	787	jai
793	n	0	pl	1	793	793	drie van ons
795	n	0	pl	1	795	795	onze ketenen van negen tot zes
798	-	-	sg	1	798	798	solliciteeren
799	n	0	sg	2	799	845,799	Hillegom
800	n	0	sg	1	800	800	een bollenhandelaar met dikke roode
801	-	-	sg	1	801	801	dikke roode
802	n	0	pl	1	802	802	gladgeschoren wangetjes
803	-	-	pl	3	803	811,803,814	de anderen
807	n	0	sg	1	807	807	't oudheidkundig museum in Leiden
808	n	0	sg	4	808	808,870,812,846	Leiden
816	n	0	sg	12	816	864,1732,1734,1737,844,816,817,848,1655,1688,2014,1663	de tram
818	n	0	sg	4	818	1210,818,1211,1322	't land
819	n	0	pl	1	819	819	de landen
823	-	-	sg	1	823	823	de boerenkinkels
824	n	0	pl	3	824	824,2455,1455	de roode daken in de dorpen
826	n	0	pl	1	826	826	de dorpen
827	n	0	sg	1	827	827	de zwarte
828	n	0	pl	1	828	828	de akkers
829	n	0	sg	1	829	829	riet
830	n	0	pl	2	830	833,830	de duinen
832	n	0	sg	1	832	832	hun bloote hoofd
834	n	0	sg	1	834	834	de straatweg
837	n	0	pl	3	837	2507,853,837	de ruiten van de dorpslantaarns
838	fm	1	pl	2	838	838,839	de dorpslantaarns
840	n	0	sg	2	840	840,1278	moeite
847	n	0	sg	1	847	847	een lijk
850	-	-	sg	1	850	850	malle groote
851	-	-	sg	1	851	851	die
852	-	-	sg	1	852	852	de revolutie
855	n	0	pl	1	855	855	de kantoren
856	-	-	pl	1	856	856	die
857	n	0	pl	1	857	857	m'n koude voeten
859	-	-	sg	12	859	2207,1091,1093,1096,1072,1104,1105,1106,1082,859,1086,1087	dooie beenen
862	n	0	sg	1	862	862	de blauwe lucht
863	fm	1	sg	1	863	863	ik
869	n	0	pl	1	869	869	de gaslantarens in Leiden
871	-	-	pl	3	871	872,883,871	de onsterfelijken naast elkaar op een lange bank
873	n	0	sg	1	873	873	een lange bank
874	n	0	sg	1	874	874	de derde klas wachtkamer van 't station
875	n	0	sg	2	875	875,997	't station
876	n	0	sg	3	876	897,907,876	de kachel
884	n	0	sg	2	884	890,884	Een burgerheer
885	fm	1	pl	2	885	899,885	Opscheppers
889	n	0	sg	1	889	889	z'n kaartje
892	n	0	sg	1	892	892	't papier
896	n	0	sg	1	896	896	een schepje
898	n	0	sg	2	898	898,901	de kolenschep
900	n	0	pl	1	900	900	die wachtkamers
902	fm	1	sg	1	902	902	't publiek
904	n	0	pl	1	904	904	de steenkolen
908	-	-	sg	1	908	908	mot met een kerel met een witte kiel
909	m	1	sg	1	909	909	een kerel met een witte kiel
910	n	0	sg	1	910	910	een witte kiel
911	n	0	sg	3	911	2511,1005,911	den trein
914	n	0	sg	3	914	914,2611,2618	slaap
916	n	0	sg	1	916	916	een Haagsch juffertje
917	n	0	both	1	917	917	Haagsch
921	fm	1	pl	1	921	921	haar lieve leden
931	n	0	sg	1	931	931	bezwaar tegen die hei
936	n	0	sg	1	936	936	dat
937	fm	1	pl	1	937	937	boeren van kantoorheeren
938	-	-	sg	1	938	938	kantoorheeren
939	n	0	sg	1	939	939	Amerika
940	n	0	pl	1	940	940	allerlei leugens
946	n	0	sg	1	946	946	juist 't groote verschil
950	n	0	pl	1	950	950	z'n vieren
952	n	0	sg	1	952	952	Zandvoort
953	n	0	sg	1	953	953	't fijne witte zand aan den voet van 't duin
954	n	0	sg	1	954	954	den voet van 't duin
955	n	0	sg	1	955	955	't duin
963	-	-	pl	1	963	963	herhalingen
964	n	0	sg	2	964	964,1036	een lange gouden streep op 't water
966	n	0	pl	1	966	966	onze gelaten
968	n	0	sg	2	968	968,1344	den gezichtseinder
969	n	0	sg	1	969	969	een sleepboot
972	-	-	sg	1	972	972	de stoompijp
975	n	0	both	1	975	975	Duitschland
976	n	0	both	1	976	976	zijn groote talenkennis
979	n	0	sg	1	979	979	een betrekking
980	m	1	sg	10	980	1024,1027,1028,1031,1003,1006,1009,1011,980,1022	correspondent op een fabriek
981	n	0	sg	1	981	981	een fabriek
983	n	0	sg	1	983	983	Parijs
987	n	0	sg	2	987	1025,987	dat baantje
991	n	0	sg	1	991	991	dat ellendige fabrieksstadje
994	n	0	sg	1	994	994	heimwee
998	n	0	pl	5	998	998,1687,1030,2540,1007	de rails
999	n	0	sg	2	999	2648,999	den horizon
1001	n	0	sg	1	1001	1001	zijn biljet
1010	n	0	sg	2	1010	1010,1013	't Centraal station
1012	-	-	sg	1	1012	1012	de volheid zijns
1014	m	1	sg	2	1014	1017,1014	gemoeds
1015	n	0	sg	1	1015	1015	een praatje
1016	fm	1	sg	1	1016	1016	den machinist
1019	n	0	sg	1	1019	1019	een dure
1020	n	0	sg	2	1020	1020,1023	de locomotief
1021	n	0	sg	5	1021	2306,1414,2187,1021,2527	z'n hand
1026	n	0	sg	2	1026	1026,2223	een boel
1032	n	0	sg	2	1032	1032,2516	't perron
1033	n	0	pl	1	1033	1033	de treinen
1037	n	0	sg	1	1037	1037	Het roode water
1039	n	0	sg	1	1039	1039	de branding
1041	n	0	sg	1	1041	1041	een theorie
1045	n	0	sg	1	1045	1045	zijn hart
1054	n	0	sg	1	1054	1054	een paar honderd gulden
1056	n	0	sg	2	1056	1056,1980	de Linnaeusstraat met z'n brood in een zeiltje
1057	n	0	sg	2	1057	1057,1063	z'n brood in een zeiltje
1059	n	0	sg	1	1059	1059	een zeiltje
1062	n	0	pl	1	1062	1062	zeiltjes met brood
1065	n	0	sg	1	1065	1065	ons best
1068	-	-	sg	1	1068	1068	heel wat
1073	n	0	pl	1	1073	1073	onze acht handen om onze knieën
1075	n	0	pl	1	1075	1075	onze knieën
1079	n	0	sg	1	1079	1079	allerlei gemeene
1081	n	0	sg	1	1081	1081	een tijdschrift
1083	n	0	sg	2	1083	1083,1165	een artikel
1084	n	0	sg	2	1084	1084,1158	de sociale taak van den kunstenaar
1085	fm	1	sg	2	1085	1097,1085	den kunstenaar
1088	n	0	sg	1	1088	1088	een dispuut met Bekker over de hei
1110	n	0	sg	1	1110	1110	z'n kin
1112	n	0	pl	1	1112	1112	z'n knieën
1115	n	0	sg	1	1115	1115	z'n hart
1118	n	0	sg	1	1118	1118	een suikerboon
1123	fm	1	pl	2	1123	1123,1133	Zij
1124	n	0	sg	4	1124	1154,1124,1293,1157	't strand
1135	n	0	sg	1	1135	1135	een levensbeschouwing
1139	-	-	pl	1	1139	1139	de punten van onze schoenen
1140	-	-	pl	1	1140	1140	onze schoenen
1142	n	0	pl	1	1142	1142	de verloopende golven
1144	-	-	sg	1	1144	1144	de roode schijn op 't water
1147	n	0	sg	1	1147	1147	't zuiden
1149	n	0	sg	1	1149	1149	een geur van modder
1150	n	0	sg	1	1150	1150	modder
1152	n	0	sg	1	1152	1152	't dorp
1153	n	0	pl	2	1153	1153,1214	de booglampen
1155	fm	1	sg	1	1155	1155	jij
1160	n	0	pl	1	1160	1160	m'n schouders
1167	n	0	sg	1	1167	1167	verantwoordelijkheidsgevoel
1176	n	0	sg	1	1176	1176	Een lolletje
